id,date,domain,is_featured,likes,retweets,replies,views,text,images_count,local_images,url
2096841189639200968,2026-09-07 06:01:11,交易心法复盘与个人进化论,⭐ 精选,169,7,73,67731,"最近关注到国内正在发生的一个AI对家境不是很富裕的学生非常不友好的地方。
很多学计算机专业搞编程的学生他们最大的困难不是学不会，而是老师已经开始需要学生带token资本上课，一个AI相关的教学课程下来，可能token费用要赶上他们学费了。

这估计只是高校课程紧跟AI适应社会真实需求的开始，各种学科专业慢慢都会涌现这样的课程，全程可能老师都教学生用AI代理完成他们的课程任务，可能是生物学，可能是工程学，设计，数学，信息等等。

以往这些学生只需要负担一个学费，
现在他们需要额外负担老师教学的token成本这可能远远大于他们的学费和生活费成本。
如果你家境贫寒或者仅仅是普通，那么最终的学习成绩都会被班里token开支富裕的学生碾压。

以后普通人报学校可能首选的是能给更高token免费额度的学校就学。
这可能是是未来全球所有普通学生需要面临的问题，普娃危机。",1,images/2096841189639200968_0.jpg,https://x.com/xiaomustock/status/2096841189639200968
2095412099422064978,2026-09-03 07:22:30,美股硬科技与AI半导体,⭐ 精选,174,6,13,74732,"今天突然闪崩了一下，比较有意思的事情是
美国要求三星海力士在美国建厂生产才免关税。
实际情况是什么呢，
作为美国的存储老大美光，它绝大部分产能也不在美国本土，在中国台湾。
美国佬自己都不乐意自己在本土建厂😂 https://t.co/g0wOGZezBB",1,images/2095412099422064978_0.jpg,https://x.com/xiaomustock/status/2095412099422064978
2094858992048877636,2026-09-01 18:44:38,加密大周期与核心资产,⭐ 精选,0,0,0,0,"日元美元10年期国债收益率最近都在暴涨，
唯一能确定性的就是无风险收益率增加这会抽走股市大量的资金，这俩月股市都不会好。

这美联储的再加息是想自己搞死自己人，
10年国债的利率上升这又对无息资产按理也是打击，之前美财政部回购10年/20年/30年美债是美债崩盘叙事。
所以如果美债不崩，国债利率上行利空无息资产黄金btc，
美债崩盘，即使美债利率上行，也利好黄金btc。
这种俩种都说得通，但美债崩盘叙事更多是情绪盘。现在btc和黄金下跌估计就是资金冷静下来，还是利空btc黄金这种无息资产毕竟国债高息躺赚。
唯一确定性利空股市，流动性被锁住抽走。
anthropic上市还能再抽走一批流动性，股市肯定是好不了，地狱难度，怀念上半年的存储行情，天天都是暴涨。",2,images/2094858992048877636_0.jpg;images/2094858992048877636_1.jpg,https://x.com/xiaomustock/status/2094858992048877636
2094858813212180985,2026-09-01 18:43:56,加密大周期与核心资产,⭐ 精选,0,0,0,0,"日元美元10年期国债收益率最近都在暴涨，
唯一能确定性的就是无风险收益率增加这会抽走股市大量的资金，这俩月都不会好。

这美联储的再加息是想自己搞死自己人，
10年国债的利率上升这又对无息资产按理也是打击，之前美财政部回购10年/20年/30年美债是美债崩盘叙事。
所以如果美债不崩，国债利率上行利空无息资产黄金btc，
美债崩盘，即使美债利率上行，也利好黄金btc。
这种俩种都说得通，但美债崩盘叙事更多是情绪盘。现在btc和黄金下跌估计就是资金冷静下来，还是利空btc黄金这种无息资产毕竟国债高息躺赚。
唯一确定性利空股市，流动性被锁住抽走。
anthropic上市还能再抽走一批流动性，股市肯定是好不了，地狱难度，怀念上半年的存储行情，天天都是暴涨。",2,images/2094858813212180985_0.jpg;images/2094858813212180985_1.jpg,https://x.com/xiaomustock/status/2094858813212180985
2094312656148877332,2026-08-31 06:33:42,美股硬科技与AI半导体,⭐ 精选,183,11,13,385367,"从年初3月份龙虾爆火，那么二季度才是做agent业务真正开始进入大众视野转化成收入的起点，通过半年报找出a股美股或港股中agent大幅转化收入的股票应该不是很困难。
二季度财报是agent新兴行业的第一份财报。
爆炸式增长的新机会，估计增长速度远超存储。
还没想好干啥，美股a股港股打算一起梭哈搞agent的股票。
如果是伟大的机会，不差这一俩天，随时能上车，所以也不是特别着急立马买。",0,,https://x.com/xiaomustock/status/2094312656148877332
2093031884746097005,2026-08-27 17:44:22,加密大周期与核心资产,⭐ 精选,764,42,34,1465251,"景甜如果有个加密好友，就不可能干出跟孙割谈恋爱甚至结婚这种事情，
孙割真是你看一眼兜里都能少三块。 https://t.co/Yba5uqXSeN",1,images/2093031884746097005_0.jpg,https://x.com/xiaomustock/status/2093031884746097005
2090718082268573728,2026-08-21 08:30:09,加密大周期与核心资产,⭐ 精选,124,7,16,144396,"btc&amp;bnb&amp;hype｜mstr&amp;crcl&amp;coin
这俩天就原生家庭拉盘爽，
一路辜负了btc，美国佬财政部发增加国债回购的时候以为短期炒作买了一下没敢长拿赚几百u涨幅跑了，眼红然后又接盘赚几百u跑了，
如果能一直相信原生家庭那就舒服了😂 https://t.co/gjmhk3TwfK",1,images/2090718082268573728_0.jpg,https://x.com/xiaomustock/status/2090718082268573728
2090672543820869918,2026-08-21 05:29:11,交易心法复盘与个人进化论,⭐ 精选,192,10,31,116874,"真正能解决美债的死结，还是美政府必须孤注一掷搞AI把社会生产效率用AI爆拉上来，所有问题都会消失。
AI想搞起来，就离不开存储，
潘健成和黄仁勋一堆大佬说真正制约AI进化的瓶颈就是存储。
闭环了，
美政府想解决美债就得把存储拉起来。😂 https://t.co/vozKy0R9n4",1,images/2090672543820869918_0.jpg,https://x.com/xiaomustock/status/2090672543820869918
2090668953035309523,2026-08-21 05:14:55,加密大周期与核心资产,⭐ 精选,0,0,0,0,"美债的影响太大，资金没啥渠道避险，全球一起牵连。
ai说美债危机的临界点是50万亿，ai推算50万亿美金的时间是29.7月。
现在这次是美国政府介入，还没到美联储介入。
如果美联储开始介入就说明美债极其危险了，那时候btc黄金肯定也是暴涨。
就是政府介入相比于美联储强度不同。
一个是债务人一个是债主。
黄金有一个问题在于大陆有非常多，如果美国选择把黄金拉起来，是不是给大陆接盘了，大陆连续买了几十个月的黄金。btc的话基本上就是美国有，中国很少有了现在。
所以未来如果是美债避险需求引起的上涨大概率btc涨幅会比黄金大，资金转移也更便捷。
ai给的三个条件红线。
50万亿美债，
10年期国债利率大于5%，
利息成本超过财政收入20%。

上个世纪10年期美债利率在黄金跟美元脱钩的时候1981年到过15.8%的高利率。
据说那个年代大陆的存款利率也是10%这么夸张。但是互联网革命带来的全球经济腾飞，货币总量暴增并没有带来社会问题，反而物质和生活因互联网变革极大便利。

这一次人类站在AI革命的前夕，这次的美债危机会不会像上个世纪的布雷顿森林体系一样崩溃后，全球经济依然因为AI带来高速的变革，使全人类前所未有的物质富足和时间自由。

风险和机遇并存。

真正决定这轮美债危机会不会演化成系统性危机的时间点，不是2026年，而是大约2029年。
那时50万亿美元级别债务和AI第一轮大规模生产率数据会第一次正面碰撞。

如果AI真的能把美国长期实际生产率增速从约1.5–2%推到3–4%以上，整个美债估值模型都要重写，经济会飞速腾飞，增发的货币反而会给整个人类社会带来空前的繁荣。",1,images/2090668953035309523_0.jpg,https://x.com/xiaomustock/status/2090668953035309523
2088252084437323966,2026-08-14 13:11:09,交易心法复盘与个人进化论,⭐ 精选,380,58,19,164588,"cpu必然会发生和2026年跟存储发生的结构性需求缺口。
现在cpu和gpu的配置需求是1/8，
随着各AI大模型公司下场AI代理，代理需求催生的高端cpu需求会在2-3个季度内快递被爆拉到1/1。八倍的需求提升，而高端cpu的产能完全不可能在最近的2个季度内实现产能8倍提升。
cpu需求的爆发点很接近了，
从这个季度英特尔的高端cpu挤压低端cpu产能可以看出这种变化正在加速。
最快今年年底最慢27年q1就能看见cpu大幅提价，复刻存储26年行情。
也就是只剩下3-5个月时间窗口了。",1,images/2088252084437323966_0.jpg,https://x.com/xiaomustock/status/2088252084437323966
2088221378944336033,2026-08-14 11:09:08,美股硬科技与AI半导体,⭐ 精选,0,0,0,0,"有时候对比这些股票的市值，营收甚至远期的市值营收还是非常抽象。
虽然这人也做空了美光，但是做空这个 $NEBIUS 感觉没啥错虽然我不敢做空股票。
闪迪一个季度利润60亿美金，2000亿市值，
nebius一个季度亏2亿美金，市值600亿美金。
然后nebius暴涨居然是因为27年28年能有个俩三百亿美金的营收，累计拿着个400亿美金订单。
和闪迪一比这公司数据就是一坨屎，都能值600亿。营收，利润，毛利啥啥都不行都能值600亿，可见存储相对于绝大多数公司还是非常便宜，存储这几家公司俩三年赚的钱可能其他公司十来年都赚不到，即使可能他们市值更高。",1,images/2088221378944336033_0.jpg,https://x.com/xiaomustock/status/2088221378944336033
2088052959741714846,2026-08-13 23:59:54,美股硬科技与AI半导体,⭐ 精选,86,18,11,231439,"睡醒看了很多人测评的deepseek的agent “DSH”，很多人聊的最多的就是token消耗量，kv键缓存命中率，同时DSH的同任务时间消耗是gpt或者clude的2倍。
这点透露的信息强化了我对英特尔陈立武老爷子说的CPU和dram存储堆叠封装的路线理解。
agent代理的普及很快会迎来cpu/gpu的1:1时刻，那时的cpu也非常需要像英伟达的gpu和hbm堆叠封装一样，需要把cpu和hbm堆叠封装在一起，极大的提高读取效率和降低计算时间。",1,images/2088052959741714846_0.jpg,https://x.com/xiaomustock/status/2088052959741714846
2085819915202949219,2026-08-07 20:06:35,交易心法复盘与个人进化论,⭐ 精选,326,20,28,125592,"gate真是说一套做一套，拖了这么多天gate都不给jc提供之前声称保存的手持视频和后台操作日志。
之前立案前口口声声催用户赶紧立案然后全力配合……恶心呐 https://t.co/FB0psAh3NK",1,images/2085819915202949219_0.jpg,https://x.com/xiaomustock/status/2085819915202949219
2085053224386744756,2026-08-05 17:20:01,美股硬科技与AI半导体,⭐ 精选,259,19,36,191324,刚把snxx，muu，skhynix都减了一半仓位，怕闪迪财报向下波动，等闪迪财报波动结束，准备再把减掉的仓位集中干到muu和snxx上。 https://t.co/vUjbFROyEL,1,images/2085053224386744756_0.jpg,https://x.com/xiaomustock/status/2085053224386744756
2084875235833348532,2026-08-05 05:32:45,交易心法复盘与个人进化论,⭐ 精选,193,9,38,144480,"梁圣太权威了，它还没像kimi一样堆参数，
只是几个月突然公布出来一个接近全球顶级模型能力的版本，再把价格达到白菜价。
除此之外从不在公众视野中出现。
这么搞同样token预算，存储消耗量得倍增。 https://t.co/vC4P5t9Kp3",1,images/2084875235833348532_0.jpg,https://x.com/xiaomustock/status/2084875235833348532
2084102919658565889,2026-08-03 02:23:51,美股硬科技与AI半导体,⭐ 精选,0,0,0,0,"$META 相比于 $APPL 利润实际非常接近甚至如果meta像apple不搞巨额ai投入，meta利润大概率超过苹果。
市值meta只有1万亿，apple4万亿。
长期80%的毛利率，营收一直在增长。
算美股巨头里面最有性价比的了。",4,images/2084102919658565889_0.jpg;images/2084102919658565889_1.jpg;images/2084102919658565889_2.jpg;images/2084102919658565889_3.jpg,https://x.com/xiaomustock/status/2084102919658565889
2083997560654663931,2026-08-02 19:25:11,交易心法复盘与个人进化论,⭐ 精选,591,59,46,382519,"这个gate被盗170万美金现在比较明晰，
gate这波公关太抽象。
就是黑客没有掌握用户最新的谷歌验证也没掌握邮箱密码，也不知道手机验证码，
只是一直提交重置申请，
然后gate系统人脸不通过，
gate开始给人工手持审核，把假得不能再假的手持给通过了，
黑客借此重置了谷歌验证，重置了邮箱，
添加了白名单地址，
然后最后提笔到从未用过的地址又一次被gate系统拦截，
然后人工审核给依据一份黑客声称的支付宝录屏给通过了，
也就是说gate系统审核中的人脸识别，谷歌验证，邮箱验证全都没通过，gate人工全给黑客的假的不能再假的资料过了。

没立案之前gate嘲讽用户说是用户自己的人脸比对，已经保留了视频和照片。
立案后gate说是他们系统没有保存人脸识别的视频和照片，只给识别结果😂

也就是说全程从头到尾都人脸识别异常，不管是系统还是人工，但最终gate依据支付宝就觉得是本人给过了。
自己的安全项认证全都不信，gate信没有人脸信息的支付宝录屏？

gate是不是提前声明了支付宝能作为你gate账户资产安全项的审核依据？
那别人币安或者okx或者信用卡被盗是不是录个屏就能顺手盗你gate用户资产？因为看起来币安@binance 和 @okx 确实比gate安全点。就像支付宝在gate认知里比gate安全一样。",1,images/2083997560654663931_0.jpg,https://x.com/xiaomustock/status/2083997560654663931
2083484767644004434,2026-08-01 09:27:32,美股硬科技与AI半导体,⭐ 精选,134,23,12,83422,"亚马逊2026 年 Q2 电话会中文翻译

今年早些时候，我们表示，计划在2026年投入约2000亿美元现金资本开支（Cash CapEx）。

其中绝大部分将用于支持 AI 和 AWS 的基础设施建设以及相关人员投入。

我们非常清楚，这些投资将带来十分可观的财务回报。下面我解释原因。

这项投资主要由两部分组成：

第一部分是数据中心（Data Centers）；

第二部分是部署在数据中心里的服务器（Servers）和网络设备（Networking Equipment）。

这两部分资产具有完全不同的资本投入周期。

数据中心通常需要提前约两年开始建设。

待数据中心建成后，我们再将服务器部署进去，即可开始产生收入。

一个数据中心一旦正式投入运营、服务器上线，我们几乎立刻便开始获得大量收入，并且这些数据中心未来30年以上都可以持续创造收益，而无需再次投入最初建设数据中心所需的大规模资本。

相比之下，服务器和网络设备属于更新周期较短的资产。

通常，我们会在正式投入使用前几个月才采购这些设备。

在决定采购之前，我们已经能够非常清楚地看到客户需求。

如果没有需求，我们就不会投入服务器和网络设备的资本。

平均而言，这类服务器投资不到三年即可收回成本（Break Even）。

目前服务器的使用寿命至少约为5～6年。

而如今，大多数 AI 算力合同的签约期限至少都是5年。

这意味着，在服务器和网络设备实现回本之后的未来2～3年，它们将持续产生大量自由现金流。

另外值得注意的是，AWS 一直拥有非常优秀的记录，能够不断缩短服务器投资的回本周期。

我们已经取得了实质性的进展，能够在不影响客户体验的前提下延长服务器设备的使用寿命。

对于寿命超过30年的数据中心而言，我们预计至少能够经历5～6代服务器升级。

正如前面所说，第二代、第三代以及之后的服务器，其整体经济效益都会优于第一代。

原因在于，我们无需再次投入最初建设数据中心的巨额资本。

因此，在短期内，由于市场需求迫使我们必须提前同步建设大量数据中心，而这些数据中心尚未开始产生收入，所以资本开支（CapEx）会维持在很高水平，自由现金流也会承受压力。

直到这些数据中心陆续上线并开始商业化运营之后，这种压力才会缓解。

随着服务器投入使用几年之后，收入增长最终将超过新增资本开支的增长速度——这一阶段迟早会到来。

届时，公司所产生的收入、自由现金流以及投入资本回报率（ROIC）都会非常具有吸引力。

我们其实在第一代云计算时代就已经经历过类似的发展过程。

只不过，当年的需求增长速度远没有今天 AI 时代这么快，而是更加循序渐进。

我们看到，如今 AI 业务的利润率和投资回报率，与当年 AWS 云计算业务发展到相同阶段时非常相似，甚至还要略好一些。

目前，我们预计2026年的现金资本开支将达到约2200亿美元。

相比此前约2000亿美元的预期有所提高。

主要原因是内存（Memory）成本上涨，推高了整体资本开支。

不过，即便投入达到2200亿美元，我们在2026年的算力仍然不足以满足全部客户需求。

我认为，这种供不应求的局面在2027年仍将持续。

事实上，我们目前已经收到的2028年需求规模都令人震惊。

请记住，目前企业客户在生产环境中大规模部署 AI 推理（Inference）仍处于非常早期阶段。

长期以来，我们一直认为 AWS 能够成长为一家数千亿美元年收入规模的业务。

而现在，我们认为它至少能够达到此前预期的两倍，并且非常有可能最终成为一家年收入达到1万亿美元的业务。

与此同时，它还将拥有极具吸引力的自由现金流和投入资本回报率（ROIC）。

上面那么多跟ai废话文学一样总结一下就是

亚马逊26q2ai核心观点：
开支：2200亿美元（原2000亿美元），主要因HBM/内存涨价。
需求：2026、2027算力仍供不应求，2028需求已非常强劲。
投资回本周期：服务器投资<3年回本，之后持续产生自由现金流。
数据中心寿命30+年，可支持5–6代服务器升级，后续ROI持续提升。
现金流状况：短期自由现金流承压，长期自由现金流和ROIC大幅增长。
AWS长期目标：年收入1万亿美元。",1,images/2083484767644004434_0.jpg,https://x.com/xiaomustock/status/2083484767644004434
2083481209561141749,2026-08-01 09:13:24,交易心法复盘与个人进化论,⭐ 精选,135,14,20,87095,"刚进入8月还有一件大事，AI界的卷王DeepSeek正式更新V4 Flash ，ds flash已经逼近GLM-5.2，价格只有十五分之一。
ds 的Coding Agent和软件工程能力大幅提升，在终端操作、代码仓库修改和复杂开发任务上的表现明显增强；
ds的AI Agent和工具调用能力明显增强，更适合连续执行多步骤任务；
针对Codex也做了适配，更方便接入各类AI编程和Agent工具。
这次升级是冲着Coding和AI Agent来的，
而且pro版本也很快要发布，那到时候真是要准备对着Cladue的核心coding业务干。

最值得关注的点是ds只用了2840亿参数就实现了接近对手万亿参数规模的智能水平，
全世界可训练参数规模再往上堆可能也就kimi这种2万多亿，他们参数堆到极限再往上空间不大了。但ds还有10倍的堆参数空间，正儿八经的性能优化调参的工程级卷王。

这一波不仅冲击了国内模型定价连带也必然冲击了国外ai的定价，如果ds 的pro版本coding能力逼近claude和openai，那么他俩的高价也必然无法维持都得降价。

降价就会被动带来海量的用量提升，数据存储压力倍增，对存储又反而是利好。市场对存储最大的担忧就是长鑫这条鲶鱼，而不是对存储需求的担忧。但实际这种担忧对业绩的影响是远期的，这种利好和利空的左右脑互搏，市场肯定会上下来回震荡，直到存储紧缺到市场所有人都难受的时候，可能路径才会再次明确。",1,images/2083481209561141749_0.jpg,https://x.com/xiaomustock/status/2083481209561141749
2083474854507069903,2026-08-01 08:48:09,美股硬科技与AI半导体,⭐ 精选,643,56,47,223363,"虽然过去一个月亏了35%，账户接近腰斩，但是今年存储带来的收益还能剩268%。
不再激进求获得多高的收益，
只求能稳定健康点，祝老板们以后财富长虹。回看真正稳妥的大机会都是黑天鹅式的，
去年关税战暴跌到170的台积电，80多的英伟达，
今年美伊战争暴跌下来的存储，美光，闪迪，铠侠，三星海力士，全都跌成了白菜价。
以及7月份的存储俩周时间闪崩腰斩，
市场是真不缺机会，更不缺黑天鹅。
以后打算长期保持个30%现金仓位学巴菲特蹲黑天鹅机会再下手，其他时间一点不动。像闪迪能一天拉40%，1000拉到1400。
这种时间直接梭哈带来的收益远超每年持有apy或者qqq平均带来的15%左右年化。",2,images/2083474854507069903_0.jpg;images/2083474854507069903_1.jpg,https://x.com/xiaomustock/status/2083474854507069903
2083471859576979783,2026-08-01 08:36:15,美股硬科技与AI半导体,⭐ 精选,0,0,0,0,"刚进8月来了个鬼故事，
长鑫存储的lpddr6研发几乎完成，下半年就开始量产。
长鑫可以侵蚀掉dram份额，
不过三巨头的核心是hbm4，以及未来存算一体三位堆叠光电融合的共封装，这部分是
涉及到英伟达算力的hbm不可能撼动。美国佬不可能把算力交给长鑫来打包，而这是真正存储市场的爆发式的增长点。
长鑫吃国内厂商合作的存算一体hbm的算力基建也足够了，国家层面刚发了4万亿算力基建。",1,images/2083471859576979783_0.jpg,https://x.com/xiaomustock/status/2083471859576979783
2083277688824095080,2026-07-31 19:44:41,美股硬科技与AI半导体,⭐ 精选,0,0,0,0,"不想发大财也不想赚更多的钱或者以往冒很大风险了。最近这一个月体感太差。
趁着meta财报暴跌了一波.把这俩天抄底解脱卖出来的钱刚553刀买了点 $META 占个1/5仓。
meta这个长期80%毛利，18%的年营收增速和类似腾讯社交的全球社交地位，这点一万亿市值还是令人着迷。
对比纠结了半天都处于财报暴跌的苹果和meta，一个4万亿一个1万亿，最终还是选了个meta数据上长期拿胜率更高点，营收增速下5年后4000亿美金，80%毛利就能冲到3000亿美金毛利，相比现在这个市值对我自己来说还挺心动。希望以后meta别瞎折腾了，搞搞新出的云业务可能比他之前一直瞎搞好，搞了一堆啥都参与了啥都没成。

后面不想像以前那么激进操作了，万一真遇到啥更大规模的黑天鹅人干没了没必要，把spy和qqq配置得提上日程，只用小于一半的资金撸最热的大市值概念，猥琐狗起来，降低预期，不贪就不返贫。
也降低发推欲望，时间花在打游戏和看资料看书洗脚按摩上肯定比一直盯着股票和推特更开心。",2,images/2083277688824095080_0.jpg;images/2083277688824095080_1.jpg,https://x.com/xiaomustock/status/2083277688824095080
2083277541788529077,2026-07-31 19:44:06,美股硬科技与AI半导体,⭐ 精选,0,0,0,0,"不想发大财也不想赚更多的钱或者以往冒很大风险了。最近这一个月体感太差。
趁着meta财报暴跌了一波.把这俩天卖出来的钱刚553刀买了点 $META 占个1/5仓。
meta这个长期80%毛利，18%的年营收增速和类似腾讯社交的全球社交地位，这点一万亿市值还是令人着迷。
对比纠结了半天都处于财报暴跌的苹果和meta，一个4万亿一个1万亿，最终还是选了个meta数据上长期拿胜率更高点，营收增速下5年后4000亿美金，80%毛利就能冲到3000亿美金毛利，相比现在这个市值对我自己来说还挺心动。希望以后meta别瞎折腾了，搞搞新出的云业务可能比他之前一直瞎搞好，搞了一堆啥都参与了啥都没成。

后面不想像以前那么激进操作了，万一真遇到啥更大规模的黑天鹅人干没了没必要，把spy和qqq配置得提上日程，只用小于一半的资金撸最热的大市值概念，猥琐狗起来，降低预期，不贪就不返贫。
也降低发推欲望，时间花在打游戏和看资料看书洗脚按摩上肯定比一直盯着股票和推特更开心。",2,images/2083277541788529077_0.jpg;images/2083277541788529077_1.jpg,https://x.com/xiaomustock/status/2083277541788529077
2082092997622280410,2026-07-28 13:17:08,仓位风控与跨市场配置,⭐ 精选,0,0,0,0,"看到一句话，
人类往往高估了一年内的变化，
同时也低估了10年后的变化。
最近亏到迷茫和自我怀疑，
存储真是盈亏同源的一波，
今年赚钱是因为存储，
亏钱还是因为存储。
巴菲特真是太牛逼，
他能在资本市场活这么久，肉体也能活这么久，跟他没杠杆，一直没满仓的操作风格肯定多少有关系，像我们普通人可能为了暴富上杠杆焦虑得睡不着觉，或者富了以后一直带杠杆亏盈都焦虑。
看他公司股价历史也无数次腰斩过，
但过几年还是能不断新高。
亏成这样，事已至此，
我在想以后我应该以什么样心态炒股票，
我应该以什么样眼光再看待未来，
去年的时候跟朋友一起抄底过300左右联合健康，拿了小半年毫无反应跑了，最近每次想到巴菲特的时候都想起来他在任时候最后也抄了联合健康，再去看的时候已经400多。什么样的心态才能做到他这种耐心愿意等待非常久获得收益。
对我们散户青春宝贵，
每次大幅回撤我都有一种时间的蹉跎感，
即使以后涨回来，除了劫后余生的轻松，
我总感觉有一部分的我在承受亏损的过程中死了，少了少年气。
但巴菲特面对回撤暴跌可能是真的兴奋，他的闲置仓位太多了全是货币资金，可能闲钱足够多就是他耐心和长寿的主因。",1,images/2082092997622280410_0.jpg,https://x.com/xiaomustock/status/2082092997622280410
