id,date,jev_domain,jev_domain_name,jev_depth,jev_is_substantive,jev_has_rule,is_mental_model,is_featured,likes,retweets,replies,views,text,images_count,local_images,url
1984675527329026155,2025-11-01 17:34:53,discard,日常随笔,1.04,0.02,0.01,,归档记录,11,0,7,7982,主流的我就不推荐了，战神、美末、黑悟空、魂系都是经典中的经典。说来我特别喜欢玩的一个策略类系列，全面战争，有全面战争：战锤3，全面战争：三国。这个系列我个人感觉比文明好玩很多，推荐给喜欢策略类的小伙伴。,0,,https://x.com/Michael_Liu93/status/1984675527329026155
1896894479157858732,2025-03-04 12:04:21,discard,日常随笔,1.03,0.02,0.01,,归档记录,163,16,57,54951,"做个人格完整的人会收获更多的快乐和成功

善良、真诚、感恩、宽容、尊重、勇气、自爱

那些父母曾教过我们，我们也希望自己未来孩子能拥有的品质，恰是我们想活好这一生必须点的“技能树”，这世上没什么东西值得你丢弃它",0,,https://x.com/Michael_Liu93/status/1896894479157858732
1941526269948260821,2025-07-05 15:55:09,discard,日常随笔,1.03,0.01,0.01,,归档记录,2,0,2,1361,@EnHeng456 我小时候也皮，班主任叫来父母说我有多动症，后来大了他们才跟我说，当时班主任被我爸妈喷回去了，小孩子哪有不调皮的，看了心理医生才更会有心理问题,0,,https://x.com/Michael_Liu93/status/1941526269948260821
1962991822936134052,2025-09-02 21:31:35,discard,日常随笔,1.02,0.01,0.0,,归档记录,183,9,37,26243,而立之年，越觉得这世间幸福的主线无非就四件事，身体保安康，朋友可托心，亲人能依靠，爱人诚相守，其他的都是过眼云烟，有之欣然，无之坦然。,0,,https://x.com/Michael_Liu93/status/1962991822936134052
1995595212153127078,2025-12-01 20:45:49,discard,日常随笔,1.02,0.03,0.01,,归档记录,178,4,49,27023,"世界就是一场巨大的边际效应递减。财富，事业，爱好，感情，永远徘徊在得不到就痛苦，得到了就无聊的困局中，但还好这世间可探索的美好事物有很多，我也钝感力十足。

最近有点无聊了，想过段时间去找个学上了。",0,,https://x.com/Michael_Liu93/status/1995595212153127078
1859899014231339431,2024-11-22 09:57:34,discard,日常随笔,1.02,0.15,0.02,,归档记录,13,1,2,3086,@0x0xFeng 围着eth foundation的那帮人也巨伪善，谈着理想未来，收到币就砸你，上轮还有VC被忽悠，这轮应该要没了。,0,,https://x.com/Michael_Liu93/status/1859899014231339431
1924806988615319775,2025-05-20 12:38:41,discard,日常随笔,1.02,0.02,0.01,,归档记录,9,0,8,1771,"@rita88 可是米兰昆德拉却也写：“身体的叛变并不是对爱情的背叛，他爱的是特雷莎的灵魂，而不是肉体”

老师，我到底该信哪个啊",0,,https://x.com/Michael_Liu93/status/1924806988615319775
2064696620999233863,2026-06-10 13:10:09,discard,日常随笔,1.02,0.43,0.02,,归档记录,4,0,1,3093,@hi_sawyer 稳定币的护城河基本跟社交网络一样深,0,,https://x.com/Michael_Liu93/status/2064696620999233863
1851122354094805083,2024-10-29 04:42:16,discard,日常随笔,1.02,0.17,0.02,,归档记录,2,0,0,1852,@cryp_orange 这个艺术品好的地方就在于 它不需要被生硬的burn掉 因为它本身就是个概念,0,,https://x.com/Michael_Liu93/status/1851122354094805083
1890368931547766950,2025-02-14 11:54:09,discard,日常随笔,1.01,0.06,0.02,,归档记录,55,6,47,31532,"李哥@Christianeth和郡主 @0xsexybanana 给憨厚群友们安排了infini的免费开卡，拿出20个来推上发给小伙伴吧。产品是U卡，直接存U消费，U利息也不错，比较适合拿来订阅国外的线上服务，也适合国内连微信支付宝进行小额支付，有需要的话蹲一下吧～
（重发一下，上一个格式有问题😂）",0,,https://x.com/Michael_Liu93/status/1890368931547766950
1866156790674821346,2024-12-09 16:23:45,discard,日常随笔,1.01,0.24,0.01,,归档记录,48,6,9,73809,@timotimoqi evan要做的是建立一个cult和具像化的宗教，而ai制图让大家都能cx、或是集结大家一起找bad actor都只是凝聚社区的手段罢了。等cult成型拉到1b的时候，Evan就是链上神叙事了，第一个cypto,0,,https://x.com/Michael_Liu93/status/1866156790674821346
1900207211114356970,2025-03-13 15:27:57,discard,日常随笔,1.01,0.3,0.01,,归档记录,37,2,3,16907,做KOL本质上跟做生态或做交易所一个逻辑，没有造富效应，狗都不玩🐶,0,,https://x.com/Michael_Liu93/status/1900207211114356970
1937016812497195147,2025-06-23 05:16:10,discard,日常随笔,1.01,0.3,0.01,,归档记录,7,0,1,2892,@timotimo007 跟币圈其实没区别，全是情绪的泡沫，21年那会儿都在大儒辩经中国SaaS的崛起,0,,https://x.com/Michael_Liu93/status/1937016812497195147
1989097310757016018,2025-11-13 22:25:29,discard,日常随笔,1.0,0.12,0.02,,归档记录,256,7,108,69685,"曾几何时大家在跟圈外的人cx我们这个行业时，解释区块链是一个“去中心化、无需许可、透明、不可篡改的账本系统”。

现在我是不敢这么跟圈外人解释币圈。",0,,https://x.com/Michael_Liu93/status/1989097310757016018
1827465550399992227,2024-08-24 21:58:34,discard,日常随笔,1.0,0.02,0.0,,归档记录,190,0,4,113591,@lidangzzz 有一说一 玩之前一直没有好的预期 还因为大家各种吹而反感 玩完之后觉得是神作 比今年艾尔登法环DLC要好一些,0,,https://x.com/Michael_Liu93/status/1827465550399992227
1884918977262170317,2025-01-30 10:57:58,discard,日常随笔,1.0,0.06,0.01,,归档记录,75,5,18,63914,Jesse是我非常尊重的一个顶级创业者，看看他的x timeline就知道，在base上的项目他是真的在利用他的影响力实打实的去支持，这大哥为了建设吸引曝光度开直播剃光头，我当时看直播的时候就在想：还有哪些链的创始人比Jesse还要拼还要接地气吗？,0,,https://x.com/Michael_Liu93/status/1884918977262170317
1910555496529953173,2025-04-11 04:48:21,discard,日常随笔,1.0,0.15,0.01,,归档记录,23,0,2,2259,@cryptopainter “真诚的把自己的关注者，当作朋友一样来交流”，这真的是做账号的最好方法,0,,https://x.com/Michael_Liu93/status/1910555496529953173
1897920920251252842,2025-03-07 08:03:03,discard,日常随笔,1.0,0.06,0.02,,归档记录,12,1,2,2712,@ohyishi 平价版乐歌、奢侈版Ufou 都不错,0,,https://x.com/Michael_Liu93/status/1897920920251252842
