Tweet_ID,Date,Likes,Retweets,Views,Tags,Tweet_URL,Media_Count,Text
2095097321096970650,Wed Sep 02 10:31:41 +0000 2026,19,2,17908,交易心智,https://x.com/gch_enbsbxbs/status/2095097321096970650,0,当前LP 已经从 捡钱模式，到达专业玩家模式。 新手切勿盲目组。 现在已经不再是随便组就能捡钱了。 （整个白天赚的利润 还没有昨天的零头多）
2095091083747451165,Wed Sep 02 10:06:53 +0000 2026,75,1,12733,"Robin链, 衍生品套利",https://x.com/gch_enbsbxbs/status/2095091083747451165,0,做一个预测，对于技术型选手来说。 下一个大的机会 将是robinhoodchain的链上套利。 当然是这一个预期。不一定真的会发生。
2095022016969785715,Wed Sep 02 05:32:27 +0000 2026,265,7,43876,"Robin链, 衍生品套利",https://x.com/gch_enbsbxbs/status/2095022016969785715,0,自从我发了LP的帖子之后，大量的相关推文就出来了。 那么。 过段时间 大家就应该能看见  复盘 ：我在robin N天赚了 xx 万u 的帖子。  而你只能事后羡慕，然后关注他们， 继续听他们事后吹牛逼。  而我 是在真正赚钱的时候 告诉你。 不管是 套利，做交易，还是现在的组LP，都是如此。
2094743055375159726,Tue Sep 01 11:03:57 +0000 2026,19,0,8993,交易心智,https://x.com/gch_enbsbxbs/status/2094743055375159726,1,LP 也可以  做好策略。也能组了 一路吃 一路卖。当然 卖飞 也是常态。 可惜 结局不太好 这个fable。 诈骗盘很多 悠着点 老铁们。 https://t.co/rK3EhWRuf6
2094662841404194947,Tue Sep 01 05:45:13 +0000 2026,65,0,7307,衍生品套利,https://x.com/gch_enbsbxbs/status/2094662841404194947,0,你们要感谢我 我还愿意 给你们分享。 这东西 有些人已经偷着搞了一段时间了。 我也是最近perp套利收益不行了 才转过来玩玩。 而这个正好也是我比较擅长的赛道。 https://x.com/gch_enbsbxbs/status/2094571978401423557
2094591203488743793,Tue Sep 01 01:00:33 +0000 2026,6,1,1535,交易心智,https://x.com/gch_enbsbxbs/status/2094591203488743793,0,@mnxqzf 就常规的 没什么特别的 dexscreener gmgn  okx  uniswap revert
2094582598022664265,Tue Sep 01 00:26:21 +0000 2026,53,2,12968,Robin链,https://x.com/gch_enbsbxbs/status/2094582598022664265,0,对于擅长metaora 的LPer。 在robin 就是捡钱。 而且基本没有回撤。 即便局部有亏损 整体净值仍然能持续上升。 这不是我自己胡扯。 这是实盘数据 表现出来的。 不理解的人 说了 也无法理解。 https://x.com/szu_jason/status/2094546790372782250
2094576955517735254,Tue Sep 01 00:03:56 +0000 2026,0,0,1733,交易心智,https://x.com/gch_enbsbxbs/status/2094576955517735254,0,@kan665588 微信给我发消息
2094571978401423557,Mon Aug 31 23:44:09 +0000 2026,121,8,35318,收益与费率,https://x.com/gch_enbsbxbs/status/2094571978401423557,1,有人说，组池子 不如拿着币等涨。 逻辑不是这样的。 如果你不波段的话，成本就打不下来， 如果你波段的话，结果就是卖飞，主动波段和被动LP 刚好是2个相反的操作手法。 如果一直拿着。 除非是龙头， 如果是市值很小的币，最终就是大部分都归零，极少数跑出来。甚至 一个都没有。 如果你只买龙头，然后拿着等涨 这是最简单 轻松的打法，这个确实也不用枯坐。但是得上仓位。对我来说 我没办法重仓土狗。  我组池子 不关心币背后的叙事。或者谁在喊单之类的。 简单看下k线 各个数据就足够了。 当然我也想看，但是时间精力跟不上。 很多时候 赚fee的时间窗口 就那几十分钟。 早上这个 就很猛 不到1个小时 本金1500 撸了2000u， 而这个其实也没涨多少。 刚好差不多翻倍吧。 但是交易的话，就很难掌握点位，LP容错率 就高了。  做自己擅长的吧，习惯做什么 就做什么。不必刻意勉强自己。
2094570717497164086,Mon Aug 31 23:39:08 +0000 2026,0,0,0,收益与费率,https://x.com/gch_enbsbxbs/status/2094570717497164086,1,有人说，组池子 不如拿着币等涨。 逻辑不是这样的。 如果你不波段的话，成本就打不下来，如果一直拿着。 除非是龙头， 如果是市值很小的币，最终就是大部分都归零，极少数跑出来。甚至 一个都没有。 如果你只买龙头，然后拿着等涨 这是最简单 轻松的打法，这个确实也不用枯坐。但是得上仓位。对我来说 我没办法重仓土狗。  我组池子 不关心币背后的叙事。或者谁在喊单之类的。 简单看下k线 各个数据就足够了。 当然我也想看，但是时间精力跟不上。 很多时候 赚fee的时间窗口 就那几十分钟。 早上这个 就很猛 不到1个小时 本金1500 撸了2000u， 而这个其实也没涨多少。 刚好差不多翻倍吧。 但是交易的话，就很难掌握点位，LP容错率 就高了。  做自己擅长的吧，习惯做什么 就做什么。不必刻意勉强自己。
2094360824219599267,Mon Aug 31 09:45:06 +0000 2026,2,0,690,交易心智,https://x.com/gch_enbsbxbs/status/2094360824219599267,0,@efo_xx 😑😑😑
2094294541214117902,Mon Aug 31 05:21:43 +0000 2026,84,6,45310,交易心智,https://x.com/gch_enbsbxbs/status/2094294541214117902,1,这是起床后 撸的一个仓位。5000u本金。 还有其他就不挨个发了，这个相对收益率比较高。 我通常 手动 会同时操作七八个土狗，极限也就10来个。再多 就忙不过来了。 龙头开的仓位会大些， 通常不需要太关注， 几m的土狗 基本上 都是快进快出。  其实也蛮累的。 主观做LP 需要带着交易的思维去做。进 出的时机比较重要。详细的就不展开讲了， 这些东西 我一年多前 都发过。有兴趣的老铁 自己翻推文吧。
2094177429514490019,Sun Aug 30 21:36:21 +0000 2026,64,2,43155,交易心智,https://x.com/gch_enbsbxbs/status/2094177429514490019,0,睡醒说下战报： 12小时 交易+LP 目前盈利 百分10 无回撤。 比预期的猛 继续追加资金。 https://x.com/gch_enbsbxbs/status/2093977225943232670
2093982423185072192,Sun Aug 30 08:41:28 +0000 2026,18,1,5515,交易心智,https://x.com/gch_enbsbxbs/status/2093982423185072192,0,那些讨论 学习“孙学”的人。 我给你们个建议。 没必要这么费劲。 买一本刑法的书。 这个来钱更快 更简单。不需要深入研究。
2093977225943232670,Sun Aug 30 08:20:49 +0000 2026,71,2,41527,"Robin链, 衍生品套利",https://x.com/gch_enbsbxbs/status/2093977225943232670,0,不搞套利了 来钱太慢了。  准备去robin上看看。炒土狗 + 组LP
2093553525309780338,Sat Aug 29 04:17:11 +0000 2026,28,0,9769,收益与费率,https://x.com/gch_enbsbxbs/status/2093553525309780338,0,说的好，孙割 早晚进去。 这种没有底线的人，早晚有人收拾他 https://x.com/cz_binance/status/2093385916153000256
2093471899749908678,Fri Aug 28 22:52:50 +0000 2026,24,0,9545,"收益与费率, 风控与防守, 衍生品套利",https://x.com/gch_enbsbxbs/status/2093471899749908678,0,这两天 收益下滑得比较多。交易量也下降了。 内卷严重 也有这个预期了。 而且滑点 比较严重。  我不得不新增功能，修改策略来动态调节参数。 所以 老铁们 还是得自己有能力动手搓。 也要对套利这个东西理解得比较深。 否则即便是0fee打，滑点太大，也可能赚不到 甚至亏钱噢 https://x.com/gch_enbsbxbs/status/2092322901647372641
2093004137248309417,Thu Aug 27 15:54:07 +0000 2026,0,0,0,交易心智,https://x.com/gch_enbsbxbs/status/2093004137248309417,0,这两年 孙割 也不割了，到处维权。 不过这波维权 倒是把流量赚足了。就这流量都值5000wu了。真羡慕啊 能揉女神的奶子😂😂😂 https://x.com/justinsuntron/status/2092932777612390850
2092996386937807190,Thu Aug 27 15:23:19 +0000 2026,0,5,449,衍生品套利,https://x.com/gch_enbsbxbs/status/2092996386937807190,0,"Rust 真的很猛嗎  為什麼很多套件要重構成 Rust ？  這幾天測試了 Py Go Rust 來跑套利 看以下數據就知道為什麼要用 Rust  -  100 萬筆事件處理效能測試  Python 耗時: 2,928.95 ms 吞吐量: 341,420 events/s 基準: 1.00x  Go 耗時: 879.92 ms 吞吐量: 1,136,473 events/s 相對 Python: 3.33x  Rust 耗時: 139.15 ms 吞吐量: 7,186,303 events/s 相對 Python: 21.05x  使用資料： 監控 80 個 symbols 100 萬筆 Binance/Lighter JSON 格式 7 輪取中位數  包含讀取、JSON 解析、價格狀態更新、basis EWMA、進場判定  三者都得到相同的 39,399 個訊號與 checksum  測試機器：AMD Ryzen 9 7950X3D  -  但很多時候 Python 還是簡單又快 我會用 Python 做一些功能測試 要做比較大的專案時 才會用 Rust   一些小工具 還是用 Python 方便又快"
2092322901647372641,Tue Aug 25 18:47:07 +0000 2026,164,18,39675,"收益与费率, 衍生品套利",https://x.com/gch_enbsbxbs/status/2092322901647372641,1,确实很猛。这个收益率 已经有点直追 7月份的海力士了 当然也就早期 能有这个收益了。 等市场上更多的专业的人 进来  就会下滑了。 这个号 是下午那会开的，放了3w u， 打了不到10小时 撸了100多u。 apr 你们自己算吧。 （由于只能打逐仓，设置的是2倍杠杆，希望项目方尽快改成全仓，上架更多的品种。逐仓资金效率太低了 。）  另外 我不清楚 什么kol轮， 我不是kol，不接广子。 我就一个小散。 邀请链接 你愿意支持一下 就走 不愿意 就当没看见就行了。  我的等级是T4。fee 我会全部返给你。（你等于0fee在打）  同时也说句实话，打perp，非专业玩家 慎入， 如果你啥也不会 就别碰这个。干这个的 都是专业玩量化，套利的人。 每个人手里都有自己的脚本。拼的就是这个。  如果你是刚关注我的小白 ，想学，就翻我以前推文，我也开源过这方面的脚本，当然去年开源的版本 已经有点过期了，需要做大量的修改。  我手里的版本 也不是那个。 之前说过 已经重写成rust了。不过那个版本 用来入门是没什么问题的。核心逻辑没有什么问题。不过我也建议做套利的 不要使用python js 这类语言，性能 稳定性 都不太行。 你用rust 一台12u/月的aws机器 就能满足你用了，十几个交易所，几百个币 就能同时套利。机器是扛得住的。我目前的低延迟已经优化得比较好了，热路径已经优化到几十微秒了（从接收行情到提交订单）。关键还是稳定 cpu 占用极低，没什么抖动。 我自己也是这么用ai。一路摸爬滚打走过来的，相信你也没问题。 好了 废话就说这么多 。
2092322454152904840,Tue Aug 25 18:45:21 +0000 2026,0,0,0,"收益与费率, 衍生品套利",https://x.com/gch_enbsbxbs/status/2092322454152904840,1,确实很猛。这个收益率 已经有点直追 7月份的海力士了 当然也就早期 能有这个收益了。 等市场上更多的专业的人 进来  就会下滑了。 这个号 是下午那会开的，放了3w u， 打了不到10小时 撸了100多u。 apr 你们自己算吧。 （由于只能打逐仓，设置的是2倍杠杆，希望项目方尽快改成全仓，上架更多的品种。逐仓资金效率太低了 。）  另外 我不清楚 什么kol轮， 我不是kol，不接广子。 我就一个小散。 邀请链接 你愿意支持一下 就走 不愿意 就当没看见就行了。  我的等级是T4。fee 我会全部返给你。  同时也说句实话，打perp，非专业玩家 慎入， 如果你啥也不会 就别碰这个。干这个的 都是专业玩量化，套利的人。 每个人手里都有自己的脚本。拼的就是这个。  如果你是刚关注我的小白 ，想学，就翻我以前推文，我也开源过这方面的脚本，当然去年开源的版本 已经有点过期了，需要做大量的修改。  我手里的版本 也不是那个。 之前说过 已经重写成rust了。不过那个版本 用来入门是没什么问题的。核心逻辑没有什么问题。不过我也建议做套利的 不要使用python js 这类语言，性能 稳定性 都不太行。 你用rust 一台12u/月的aws机器 就能满足你用了，十几个交易所，几百个币 就能同时套利。机器是扛得住的。我目前的低延迟已经优化得比较好了，热路径已经优化到几十微秒了（从接收行情到提交订单）。关键还是稳定 cpu 占用极低，没什么抖动。 我自己也是这么用ai。一路摸爬滚打走过来的，相信你也没问题。 好了 废话就说这么多 。
2092321303420399858,Tue Aug 25 18:40:46 +0000 2026,0,0,0,"收益与费率, 衍生品套利",https://x.com/gch_enbsbxbs/status/2092321303420399858,1,确实很猛。这个收益率 已经有点直追 7月份的海力士了 当然也就早期 能有这个收益了。 等市场上更多的专业的人 进来  就会下滑了。 这个号 是下午那会开的，放了3w u， 打了不到10小时 撸了100多u。 apr 你们自己算吧。 （由于只能打逐仓，设置的是2倍杠杆，希望项目方尽快改成全仓，上架更多的品种。逐仓资金效率太低了 。）  另外 我不清楚 什么kol轮， 我不是kol，不接广子。 我就一个小散。 邀请链接 你愿意支持一下 就走 不愿意 就当没看见就行了。  同时也说句实话，打perp，非专业玩家 慎入， 如果你啥也不会 就别碰这个。干这个的 都是专业玩量化，套利的人。 每个人手里都有自己的脚本。拼的就是这个。  如果你是刚关注我的小白 ，想学，就翻我以前推文，我也开源过这方面的脚本，当然去年开源的版本 已经有点过期了，需要做大量的修改。  我手里的版本 也不是那个。 之前说过 已经重写成rust了。不过那个版本 用来入门是没什么问题的。核心逻辑没有什么问题。不过我也建议做套利的 不要使用python js 这类语言，性能 稳定性 都不太行。 你用rust 一台12u/月的aws机器 就能满足你用了，十几个交易所，几百个币 就能同时套利。机器是扛得住的。我目前的低延迟已经优化得比较好了，热路径已经优化到几十微秒了（从接收行情到提交订单）。关键还是稳定 cpu 占用极低，没什么抖动。 我自己也是这么用ai。一路摸爬滚打走过来的，相信你也没问题。 好了 废话就说这么多 。
2092163244140138852,Tue Aug 25 08:12:42 +0000 2026,87,8,59455,收益与费率,https://x.com/gch_enbsbxbs/status/2092163244140138852,1,刚刚模拟盘 跑了一下 @entropyIO  的sndk。 有点猛。 老铁们。实盘 走起来。 我的模拟盘 是完全按照实盘路径走的。 所以差别不会很大。 https://entropy.io/?r=cryptocj 走邀请 fee全返 https://x.com/gch_enbsbxbs/status/2092056042813448344  
2092056042813448344,Tue Aug 25 01:06:43 +0000 2026,72,0,38917,"Robin链, 衍生品套利",https://x.com/gch_enbsbxbs/status/2092056042813448344,0,lighter 出了个新的robinhood，流动性不共享。 hype又出了个新的hip3 io 都有点重复造轮子。 不过对于perp套利来说 也无所谓了， 只是在程序的设计上 会搞得有些复杂， 说实话 在这种复杂的交叉套利场景下，如何同时保证资金效率，利润，积分，风险。 挺麻烦的。 以sndk举例： lighter robinhoodlighter xyz io 这等于是4个交易所，各自都有各自的特点，还有其他交易所。比如var，它是模拟前端下单，rest轮询行情， 再比如 crossex又是一种新的场景。它是代理下单。 虽然我的脚本全部都支持，新增交易所也不麻烦，但是寻找最优路径 并不简单。  我原本以为perp已经到头了，但是最近脚本更新就没停下来过。
2090379712921325846,Thu Aug 20 10:05:35 +0000 2026,1,0,1290,交易心智,https://x.com/gch_enbsbxbs/status/2090379712921325846,0,@ZhTomz76000 可以
2090374329079079210,Thu Aug 20 09:44:11 +0000 2026,80,5,24156,"收益与费率, 衍生品套利",https://x.com/gch_enbsbxbs/status/2090374329079079210,0,用一个我对套利行情感受来说就是， 最近一直在套利 海力士 等半导体股票。 （之前一直在做加密货币，最近几个月 全面切换到了股票） 最猛的时候 一天能做到2个点的收益。 但是最近一周 收益率 下滑比较明显了。 即便 已经反弹不少了。 但是套利的利润 仍然没有提高 反而还在下滑。这说明 本次反弹 并不会推动行情新一轮的暴涨。 至少短期内 是不会的。（利润仍然高于加密货币）  而加密货币的套利 一直都很拉垮，apr已经长期在20左右晃悠了好几个月。 最近几个月我有建仓 crcl 和 大饼。 但是只是做的类似定投的策略。 因为我也不确定 到底是不是底部，距离目标仓位 还有一些距离。 这部分仓位属于比较长期，不会因为短期的波动 有太大的改变。  什么时候卖 ？ 就看加密货币的套利的利润 什么时候 能回归了。但这估计需要等很长的时间了。
2090370864907010215,Thu Aug 20 09:30:26 +0000 2026,0,0,0,交易心智,https://x.com/gch_enbsbxbs/status/2090370864907010215,0,买了点 年底到期的TLT call 我很少做期权买方 主要是比较便宜。 加上买正股太占资金，很久没玩债券了。 这一波 看看老美长债的利率 能不能打下来。
2090359344445719016,Thu Aug 20 08:44:39 +0000 2026,150,13,53640,"风控与防守, 衍生品套利",https://x.com/gch_enbsbxbs/status/2090359344445719016,0,很多人没明白我说话的底层逻辑。 套利之所以能跟行情挂钩。 原因就是 套利赚的钱 来自于fomo情绪。各路资金疯狂的涌入。 来自非量化的资金越多，造成的价格不对称就越严重。 也就造成了fomo的时候，套利的利润 就会暴涨。 而这个时候 通常就是见顶信号了。这种情况不会维持很久。 相反的如果场内交易的资金只有量化的资金在互相内卷。 利润就会一直下降。 因为没有场外资金进入，价格自然就会走低。  所以 套利和建仓的逻辑 就是相反的。 有点买在无人问津，卖在人声鼎沸的味道，但是这句话太笼统，而使用套利的角度去观察 就非常的简单 直观。  当然二者要想完美的衔接做好 并没有那么的容易。 时间节点 ，建仓目标 。但这是另外的问题了。
2089651511282614588,Tue Aug 18 09:51:58 +0000 2026,34,1,9507,交易心智,https://x.com/gch_enbsbxbs/status/2089651511282614588,0,crossex 已经实盘开打了， 暂时先放10wu 跑一下。 不敢放多了。 https://x.com/gch_enbsbxbs/status/2087445462819516529
2087445462819516529,Wed Aug 12 07:45:55 +0000 2026,28,2,19031,"收益与费率, 衍生品套利",https://x.com/gch_enbsbxbs/status/2087445462819516529,0,我目前策略也很稳定。 并不是一定要打crossex。 真正要打 大概率 也不会吧资金全部迁移过来。 为什么我还是花力气去接crossex。 因为这个产品 确实很有意思。 市场也找不到第二家相同的。 我到是希望 有链上的项目方 能搞搞这个。 如果有项目方愿意搞这个 我绝对第一时间拿真金白银去玩。 （实际上做中性套利的 比如@ethena这个项目方天然就适合干这个） 反正现在讨论纯粹的去中心化 已经没有意义了。 而且相比于var的机制， 这个我认为 更有意思。  我很反感的是 设计这些 复杂的 套路的东西。 一个返佣 搞这么复杂，纯忽悠不懂行的人。 打crossex，通常是对fee很敏感的量化的人，如果这个东西不先算清楚。 确实没办法下手。（还有一些风控 清算之类的问题）
2086809833576235224,Mon Aug 10 13:40:10 +0000 2026,1,0,347,收益与费率,https://x.com/gch_enbsbxbs/status/2086809833576235224,0,@cccc78357894807 那它的vip等级 可以降低手续费， 例如vip10 可以吧手续费 直接降到3bps ，这个如何解释？
2086788628261564671,Mon Aug 10 12:15:54 +0000 2026,0,0,651,交易心智,https://x.com/gch_enbsbxbs/status/2086788628261564671,0,@cccc78357894807 返佣 对不上
2086761929037722111,Mon Aug 10 10:29:48 +0000 2026,17,1,21487,收益与费率,https://x.com/gch_enbsbxbs/status/2086761929037722111,0,今天 研究了一天这个 crossex 的 返佣 手续费等问题。 真的是 折腾了我一天 说实话。 哎 不知道说复杂 还是什么。 很多问题 客服都搞不清楚。 测试的结果 跟网站描述的也不一样。 服了。 https://x.com/gch_enbsbxbs/status/2086612620136874076
2086711602410344585,Mon Aug 10 07:09:49 +0000 2026,1,0,639,交易心智,https://x.com/gch_enbsbxbs/status/2086711602410344585,0,@JenniferLi2017 gate 的一个跨所交易平台
2086668524106469436,Mon Aug 10 04:18:39 +0000 2026,13,0,6959,交易心智,https://x.com/gch_enbsbxbs/status/2086668524106469436,0,crcl 都横盘这么久了 刷推 还天天能刷到。 我也是真服了。 到底是赚钱还是谈恋爱？ 真希望涨，那就不要聊。散户都买了。那还涨个毛线。 也别扯什么 营收 pe 这些东西， 基因仍然是币圈，别用股票的逻辑来套。 一句话总结 就是 周期+赔率。 其他的 都是自己骗自己。
2086621893357171027,Mon Aug 10 01:13:21 +0000 2026,0,0,1259,交易心智,https://x.com/gch_enbsbxbs/status/2086621893357171027,0,@0xDy_eth 这个风险系数太高了。 不能碰
2086612620136874076,Mon Aug 10 00:36:30 +0000 2026,38,2,21250,衍生品套利,https://x.com/gch_enbsbxbs/status/2086612620136874076,0,这个周末 吧 gate的 crossex 接好了。 准备在这个上面 做套利。毕竟可以大幅度提升资金效率。 至于最近的口碑问题。我虽然有些担心。但是应该不止于 上升到整个平台rug问题。 暂时先弄少量资金跑一下吧。 原本是准备直接打原生cex，但是 资金效率确实太低了。 接入交易所越多 效率就越低。 另外 gate的对接返佣的人 麻烦私信我一下，谢谢。
2083196342504243427,Fri Jul 31 14:21:26 +0000 2026,29,0,14042,交易心智,https://x.com/gch_enbsbxbs/status/2083196342504243427,0,就这个波动，那些重仓高倍杠杆的人 是怎么睡得着的  我想学习下。
2082844887335207305,Thu Jul 30 15:04:53 +0000 2026,12,1,10014,交易心智,https://x.com/gch_enbsbxbs/status/2082844887335207305,1,hype 这又是出啥问题了 海力士10点28断开了几分钟。  
2082672893415354543,Thu Jul 30 03:41:26 +0000 2026,7,0,1368,交易心智,https://x.com/gch_enbsbxbs/status/2082672893415354543,0,@Canna2025 @Lighthouse_2026 @NFTMILK 这得让那位kol赔才对
2082649459046134070,Thu Jul 30 02:08:19 +0000 2026,110,7,29548,衍生品套利,https://x.com/gch_enbsbxbs/status/2082649459046134070,0,泄漏一个焚决打法。 行情不好的时候，把资金从套利中抽出来，找标的埋伏。 （买什么很重要，这是另外一套功法） 行情来了，卖掉，转向套利。 如此循环。 （真正的行情不好，是套利的利润大幅度下滑。）
2082625772297306225,Thu Jul 30 00:34:12 +0000 2026,3,0,2766,交易心智,https://x.com/gch_enbsbxbs/status/2082625772297306225,0,@yourQuantGuy 哈哈 你才发现啊。a股都没这么变态的税
2082420980442632459,Wed Jul 29 11:00:25 +0000 2026,20,0,6865,交易心智,https://x.com/gch_enbsbxbs/status/2082420980442632459,0,回头再看，财富故事满天飞  见顶信号 仍然再一次被验证 是对的。 https://x.com/gch_enbsbxbs/status/2074043562090774912
2082419105139945562,Wed Jul 29 10:52:58 +0000 2026,3,1,1907,交易心智,https://x.com/gch_enbsbxbs/status/2082419105139945562,0,@Lin1447020 做好风控 和 杠杆。  波动大 又咋了。  就是波动大 才有利润。 没波动 就没利润。
2082405395746930896,Wed Jul 29 09:58:30 +0000 2026,0,0,1933,交易心智,https://x.com/gch_enbsbxbs/status/2082405395746930896,0,@yanquelou 早上波段了一下 后来睡觉去了。
2082404684137177580,Wed Jul 29 09:55:40 +0000 2026,62,3,22090,衍生品套利,https://x.com/gch_enbsbxbs/status/2082404684137177580,0,今天 这个海力士 真够猛 够刺激。 刚才看了一下套利账户 差价撸了不少。 仅靠资金费率 居然 都赚了上千u。意外收获。
2082266368620286056,Wed Jul 29 00:46:03 +0000 2026,0,155,406,交易心智,https://x.com/gch_enbsbxbs/status/2082266368620286056,0,"On July 27 at 23:01 UTC, SKHYNIX mark price dropped from $1,127.9 to $917.25. This print was based on an executed trade which was relayed by multiple independent data providers. The XYZ oracle was live in external pricing and tracking that venue, which serves as the primary Korean pre-market venue. The oracle system worked as intended according to its specification.  While the system performed as designed, users are understandably upset about liquidations that were triggered. Market integrity is among Trade[XYZ]'s core values, and we understand the trust of our users has been, and will continue to be, earned.   With these values in mind, we have decided to cover liquidation losses attributable to this anomaly. Eligibility requirements will be conveyed soon, and distributions are anticipated to be completed in the coming days. This is a one-time discretionary decision and is not a guarantee of similar future action.  Going forward, our pricing systems will be further improved to handle tail events. We are accelerating our review of how prices are formed, including revisiting assumptions on external venues, and taking into consideration the price formation which occurs on our own orderbooks, which carry increasingly meaningful depth and signal in relation to external sources.   We will share further information soon."
2082247706165354895,Tue Jul 28 23:31:54 +0000 2026,0,0,0,交易心智,https://x.com/gch_enbsbxbs/status/2082247706165354895,1,早上被风控搞醒了。 之前一直没开声音报警。怕炒。 昨天 吧声音开了 估计最近都不太平。  顺手抄了个底  
2082092174758543488,Tue Jul 28 13:13:52 +0000 2026,9,0,7349,交易心智,https://x.com/gch_enbsbxbs/status/2082092174758543488,0,有点意思 https://x.com/cryppimagic/status/2082066128692461888
2082087499086901681,Tue Jul 28 12:55:17 +0000 2026,2,0,906,交易心智,https://x.com/gch_enbsbxbs/status/2082087499086901681,0,@lesslyrain7d 看风控 和杠杆倍数。
2082073302819053937,Tue Jul 28 11:58:53 +0000 2026,0,0,1309,交易心智,https://x.com/gch_enbsbxbs/status/2082073302819053937,0,@chaozuoye 遇到bug级别的问题。 多少倍杠杆 心里都发怵
2082070393578512750,Tue Jul 28 11:47:19 +0000 2026,35,0,13728,衍生品套利,https://x.com/gch_enbsbxbs/status/2082070393578512750,0,早上hype海力士插针这个问题。hype是不可能赔的 因为这是hip3  同时也暴露出了它的指数价格不够完善。单一市场的异常价格 居然直接就采纳了 我也是服了。  我套利之一的交易所 就hype， 说实话 有点慌。 虽然这次事件没有受到影响。还赚了点。但是这种属于交易所bug级的问题。多少让我有点慌。  直到现在 xyz 对此 也没个说法。这种完全是可以人为操控预言机的
