id,createdAt,goldScore,isMilestone,hasArticle,favoriteCount,retweetCount,replyCount,viewCount,text,domainId
1701321628859433004,Mon Sep 11 19:47:40 +0000 2023,10.0,False,False,196,33,76,139497,吸引了几乎所有链上玩家目光的 @bananagun 代币 $BANANA 如期开盘，目前FDV70M，对应MC为17.5M，表现比较符合我的预期，我从获知它们要发币后开始全程跟进，拿到2个白单，场外收了3个白单，开盘限购阶段买入了50个号，获利50E左右（收益图未计算部分成本），每一阶段复盘如下：  0、社交NFT 在得知香蕉有发币计划后我让大家去印了Social Quest的NFT，遗憾的是这个NFT不被计入到预售资格内，不过有空投资格，一个NFT预估能领到6个币左右，按目前币价大约35u，成本约5u。  1、KOL白单 我入选了香蕉的中文区KOL，获得1个白单，另外有一位外国友人看了我上次写的Thread介绍赠送给我1个白单，这并不适用于大部分人，不过也说明了构建自己影响力的重要性，为了公开透明还是简单讲述一下，白单是预售第一轮的资格，1E额度2500个币，目前价值11E。  2、场外收白 因为比较看好 $BANANA 的开盘表现，又对抢购预售第二轮有信心，所以我总共以13.5E的价格在场外收了3个第二轮白，也就是开盘5.5倍的成本，其实还想多收一些，但是货源太少。在第二轮的抢购中我每个号拉了0.2E左右的Gas成功买到预售，也就是单号成本为5.7E左右，目前同样价值11E。  3、开盘限购 这种大热项目的开盘通常会有顶级科学家用大资金贿赂矿工来买入第一笔，香蕉也不例外，我的上一条推文也发了至少有3名玩家分别准备了600E、400E、400E抢开盘，但是香蕉本身就是做狙击开盘出身，团队也反复强调会想办法防止开盘被狙击，事后从结果来看这次开盘是比较出色的，并非第一根柱子直接上天，而让普通人也有了低价购买的机会。  凌晨1:55分香蕉开放领币，这其实是一个用于混淆的假合约，不过从这个合约的信息能开出香蕉做了开盘限购处理，为150个币，所以我也在禁言群提醒大家分钱到小号，把握住可能出现开盘低价购买机会。  2:35分左右香蕉在公告频道发了新合约和100个币的限购规则，我第一时间发到了禁言群，从K线能看出开盘有大约3分钟的时间是可以在$3以下购买的，按目前币价计算单号100个币有约300~400u的利润，我因为提前分发了ETH到小号钱包，所以直接批量购买了50个号，美中不足是第一时间gas没给够，导致买入较迟，大约单号0.32E的成本，在上涨途中已经卖出，获利总共5E。  4、总结 整个流程中比较有普适性的应该是场外收白和开盘限购两个阶段，属于大部分人可以赚到的钱，尽管正式发售前有一些FUD、或是大热必死之类的判断，但是基于Unibot的市价和香蕉的基本面，我认为4~5E收白是完全有利可图的，包括开盘的突袭合约+限购阶段其实也是给了普通人参与获利的机会，否则很可能被顶级科学家包场，而这一切其实都是可以通过提前判断做好充分准备的，这也是币圈值得称赞的一点，你的认知依然会得到馈赠。  一上高城万里愁，蒹葭杨柳似汀洲。 溪云初起日沉阁，山雨欲来风满楼。,03_onchain_sniping_and_arbitrage
1871758783804006867,Wed Dec 25 03:24:04 +0000 2024,10.0,False,False,190,41,88,124562,这两天$SPORE @sporedotfun 和$MetaV @aipool_tee 大放异彩，前者强调AI的自主繁殖、进化、竞争，后者强调第一个AI自主完成的预售，也让TEE的概念开始被更多人了解，简单理解的话，TEE就是一种可以保证AI完全自主掌控，不受人为控制的技术，目前已经有很多科普文章，感兴趣的朋友可以深入了解。  而TEE其实早在10月底就推出了，核心开发者是 @karan4d  ， @ropirito 以及 @PhalaNetwork 团队成员。当时官方发布的账号是 @tee_hee_he ，并且这个AI发了一个ETH地址，所以ETH主网也出现了同名的Meme币，并且引来麻吉、Azuki创始人Zagabond等人的互动，币价也在半天内到达40M。  结果当时主导这项技术的几位开发者对于Meme币非常抵触，多次表达反对态度，导致Tee价格一落千丈，后面有过几次反弹，最终还是没能起来，我在高点的时候浮盈二十多万u，因为很看好，基本没卖，最后拿到亏钱。  这件事引发了我的两点思考：  第一，不管圈内圈外，依然有很大部分人对加密货币存在偏见，甚至Tee的几位核心开发者都是深入接触币圈的，却在一开始十分排斥同名Meme币，结果到两个月后，TEE这个技术真正让大众产生兴趣，开始大规模传播，依然是因为相关代币。所以哪怕仅仅从注意力的角度出发，Meme币也存在其价值。如果Tee的技术团队从一开始就积极拥抱Meme币，说不定现在已经发展成ETH主网上的AI16Z这种规模。  第二，对TEE这项技术的了解，也让我参与$SPORE和$MetaV的时候比较有信心，很多人都觉得Meme币赚钱全靠运气，但我觉得平时的积累，不管是认知上的还是技术上的，总能带来一些回报的。  最后也做一点风险提示，$MetaV这个预售之所以吸引了很多人，不仅是因为用了Tee技术，更因为创始人123Skely的背景，有ai16这团队背书，大大降低了作恶的可能性。虽说Tee强调的是AI自主掌控，但是一方面代码可以留后门，另一方面大部分人根本没有能力确认是不是真的使用了TEE这项技术，所以不建议因为$MetaV的表现就盲目参加后续的预售。,01_landmark_million_dollar_trades
1835829833793933584,Mon Sep 16 23:55:15 +0000 2024,10.0,False,False,179,25,77,85720,昨天很遗憾，因为睡觉错过了币安的上币公告，没能操作一把，刚刚复盘了一下，只能说这次小写Neiro的上线简直是一次匪夷所思的“奇迹”。  说是奇迹，首先当然要恭喜坚定持有小写Neiro的Holder，以及第一时间反应过来做出操作的朋友，从图1能看到，方程式新闻是45分推送的币安上币公告，3分钟后群友Nsv哥发现链接指向的是小写推特，直到49分链上才开始出现价格涨幅，涨到2.5倍花了6分钟，涨到5倍花了12分钟，这个时间窗口，对于币安上现货这个级别的新闻交易来说，是非常充裕了，而且小写在链上的池子也有几百个ETH，能容纳的资金也不算小，最后到高点180M，底部涨幅超过10倍。  说匪夷所思，一是公告的时候小写Neiro的市值只有15M，24小时成交量也不大，至少在我印象里，近几年币安上这种数据的现货是前所未见的，毕竟即使是100~200M的币，如果官宣上币安现货都能拉个50~100%，更不用说这么低的市值；二是币安之前已经上了大写Neiro的合约，在公告里居然没有明确区分两者的Ticker，我想99%的人看到通知的第一反应都是大写，根本想不到会上现货，也不会再去做进一步确认，因为的确太超乎常理了，这一点从价格表现也能非常直观地看出来。  这对于小写持有人，以及部分眼疾手快的链上玩家，当然是好事，堪称美梦成真，但是对于交易所用户或者反应没那么快的玩家来说，简直一场灾难，有不少人之前因为币安上线了大写合约而割肉了小写，或是看到公告去开多了大写，甚至觉得是币安弄错了，一直扛单期待反转，从而造成了很大的亏损，也有一些交易所用户根本不知道链上还有大小写这么戏剧化的事情，这次上币对他们来说更是难以理解，这也可以解释为什么昨天推特上一边喜大普奔，一边骂声一片。  抛开大小写之争不谈，我也非常好奇几个问题 @heyibinance @binance ：  1、这次上币是不是意味着开启了币安上小市值现货/合约的先河？  2、存在同名代币和Ticker的情况下，在公告中不做明显区分和提示，是出于什么原因？（从图3和图4也能看到，币安公告里一开始写的只有Neiro，到后面也意识到非常容易产生误会，改成了First Neiro on Ethereum）  3、币安选择Meme币的标准是什么？如果是社区文化，建议考虑$Mog，如果是控筹拉盘，建议考虑$Sundog，如果是团队实力，建议考虑$Cat。,01_landmark_million_dollar_trades
1873243084005490737,Sun Dec 29 05:42:09 +0000 2024,10.0,False,False,175,15,60,119427,所以我现在已经很少在推特分享项目了，基本都是复盘，当做一个记录的地方，早上的 @Slinky_Sol 现在Toly也转发了，配文还是“30m wallet airdrop”，说明这个项目的基本面和炒作“噱头”都没问题，这也是我一开始想分享的原因，这两天链上基本都是创业流水盘，没看到什么有意思的东西，这是难得让我眼前一亮的。  我自己的公开钱包很多人都有监控，1M上的车，总共三笔90SOL买了1%，我之所以感觉这个项目不是创业盘而是正规的项目，也是通过Light Protocol创始人关注官推来佐证判断的，分享在我自己社区的时候不到2M。  然后在6M左右我感觉这个叙事潜力很大，当时Holder数量增长也很快，我觉得如果真的能空投到两千多万个钱包的话，至少也是50M以上的叙事，就快速去整理了一些背景信息，发推分享，但是涨的太快了，几分钟后就到了10M，所以我发推第一句还特意提示了不要太Fomo。  之后一路到25M，这个期间我继续在调研，一笔都没卖，看了链上和官网以后发现不太对劲，好像并不是真的大家理解的“空投”，而是通过压缩技术，节省用户领取空投的成本，实际上还是有一个主动领取的过程，那么毫无疑问这个叙事的档次就降低了，我在群里提示之后就开始卖出，并且也尽快发推说明了情况，因为不想大家被误导，这时候是15M。  就这样一个逻辑清晰的过程，我相信只要是经常玩链上的玩家都懂，本身早期项目的很多叙事和背景就是要靠各种线索拼凑起来，过程中出现反转非常正常，也需要果断执行相应的操作，但是只要把这个币往推特上分享了，除非它一路涨，否则总有人会亏钱，亏钱了总有人要破防，说你割它，还有人怪我为什么要发第二条推特，这不纯纯在掩耳盗铃吗。  对于这种脑残，我真不缺你那一点流动性，我的钱包跟单小尾巴比你推特粉丝数多，别把自己当回事。  其次也要感谢这种脑子都不带就勇闯区块链的人，说白了这种人才是流动性，推特看到一个币不看涨幅不预估上限就冲，情况发生变化了不卖，最后亏钱了就无能狂怒。  推特本来就是一个互相交流学习的地方，至少我的帖子能让人在10M就了解清楚叙事，能让人明白为什么一个几十粉丝的项目链上聪明钱都在猛干，能知道怎么通过推特关注判断一个项目的风险高低，也能清楚那波极速下跌的原因，这就够了，废物再怎么破口大骂终究是废物，不断提高自己的人才能精进。,03_onchain_sniping_and_arbitrage
1776443935319326897,Sat Apr 06 02:56:53 +0000 2024,10.0,False,False,168,25,60,68380,昨晚的链上行情堪称世外桃源，以前一般同一天有很多项目的话会扎堆撞车，然后各种狗屎剧情，但是昨晚的项目好像排好队一样按顺序一个个来，基本都不卷，赚钱效应也都不错：  1、 @THOGonSOL /Ollie，群友发现Beanie关注以后第一时间发出来了，市值还不到200k，Beanie连发了几条推引发了市场Fomo，最高到过45M，Ollie则是Thog项目方发的第一个币。  2、Swatches/Based Punks，两个Base上的NFT，Swatches是艺术家 @jvmi_ 的作品，公售前地板价就已经有利润了，没想到公售也比较好抢，算上Gas大约0.02E的成本就能打到，之后得到了Base官方的转发，目前地板已经0.13E，我自己打了120个；另一个Based Punks更是出人意料，来自艺术家 @traf ，一开始基本没人打，速度很慢，我看到的时候也觉得一般就略过了，结果Jesse转发后加速印完，目前地板来到了0.45E，而Mint只需0.0075E的成本，一晚60倍。  3、 @PupsToken ，被这轮的main character Ansem @blknoiz06 喊单，SOL玩家直接疯狂涌入，一度把 $PUPS 买到了140的价位，实际上这个币是出自BRC，可以跨链，而我在寻找套利机会的过程里看到Oridnals Wallet市场里有一组12.15单价的，成本10wu，买到后跨到SOL，目前价格基本在20~25区间震荡，翻倍收益，稳稳的幸福。  4、 $Shaka ，这个很可惜，监控的Base创始人Jesse钱包前后10分钟买入了Shaka，Keycat和Toly三个土狗，我只注意到了后面两条警报就买了点Keycat，但是拉盘最狠的肯定是里面市值最小的Shaka，他买入的位置不到1M，上车时间也挺充裕，目前已经拉到了9M，如果注意到最早的那条警报肯定就会选择上车Shaka了。  或许是NFT NYC和香港活动的原因，明显感觉到链上没有那么卷了，这种环境下玩起来真是非常舒服，希望去参会的各位都开开心心再多玩几天~！,03_onchain_sniping_and_arbitrage
1743160314982724012,Fri Jan 05 06:39:40 +0000 2024,10.0,False,False,164,17,27,41475,节点猴 @nodemonkes 的地板来到了0.29BTC，距离荷兰拍的结标价0.03BTC接近10倍，在0.6~1.2BTC区域也有密集的稀有成交，不到一周时间在Magic Eden单平台的交易量就达到了859BTC，折合人民币接近2.6亿，理论上这是一个可以达成单狗A9的项目，然而很多人却因为Mint前的FUD从头到尾踏空了，这也再次印证了我之前的想法，在币圈往往分歧带来大机会。  这几天节点猴Holder群里的气氛一片祥和，欢声笑语之中仿佛回到了一年半以前的NFT盛世，我也借此回忆了一下过去，从我2022年认真接触NFT开始，单论赚钱效应，结合资金容量、倍数、上涨速度、参与门槛而言，节点猴在我了解的项目里应该算是第一名了。  印象里资金容量比较大的几个NFT项目，月鸟Mint价2E，开盘8E左右，14天后地板突破30E，但是月鸟的发售过程是验资抽奖，能以Mint价格拿到大量筹码的基本是资金和账号储备都足够丰富的撸毛大户，对普通玩家而言门槛过高；  Digi突袭Freemint，一周后地板2E，二十天后地板10E，两个月后地板达到高点20E，不过亲历了Mint过程的我很清楚，Digi在Mint阶段一个人能打到3~5个已经算很多了，而且早期信息较少的情况下确定性并没有那么强，非常容易被洗下车。  剧情和涨幅都颇为类似的是Azuki的公售，同样是荷兰拍，很多人都意想不到会刚开始就以1E的初始定价卖完，随后第一周涨到4E，第二周8E，第三周14E，但是参与门槛上，Azuki全程耗时仅3分钟就光速售罄，而节点猴给了整整2天时间参与竞拍。无数人因为错过红豆发售而扼腕叹息，事实证明即使同样的绝佳机会摆在面前，无数人依然只能继续错过然后继续扼腕叹息。  现在，当地板接近0.3BTC时再来回看节点猴的基本面：比特币上第一个完成铭刻的10k总量原创PFP、非常高的社媒热度、优秀的像素风和丰富的属性、用心设计过的荣誉系列，你会诧异0.03BTC的结拍价性价比十足，怎么当初却被FUD成了贪得无厌。不用诧异，正是大部分人的踏空和偏见导致早期筹码分布相对均匀合理，随后在上涨过程中这部分人的转变带来一波波连续不断的买单，从而推动整个故事。正如本文首段所说，分歧带来大机会，回望币圈每一段赛道的发展历程，莫不如是。  而在这个项目的参与上，我给自己打60分。值得肯定的点在于我没有因为FUD就忽略或否定节点猴，从头到尾一直在观察竞标情况，并且在拍卖将在符合预期的0.03BTC附近结束时参与了20只，获利3个BTC左右，而不足之处是那几天项目太多，分散了精力，我竟然没有仔细调研背景，一直误以为节点猴是一个热度很高的后起之秀，直到拍卖结束才认识到它早在23年2月份就铭刻完毕，否则不说梭哈，至少也会投入10~15wu去参与，毕竟同时满足大资金、高倍数，还能过一把开盲盒瘾的项目是真的不多。,03_onchain_sniping_and_arbitrage
1837381500943454478,Sat Sep 21 06:41:01 +0000 2024,10.0,False,False,163,20,61,81445,这个月除了小写Neiro上币安之外，目前为止最好的机会应该是Cat20 @ProtocolCAT 了，也很值得复盘。我是11号凌晨四点左右看到项目方推文，当时根据几个理由判断这应该是个好机会：  1、分型网络上的新协议，可以很好地承接FB的热度； 2、OP_CAT相关概念，属于比特币生态的热点； 3、项目方发推不到1小时，已经得到了很多国内外BTC生态博主的互动和关注。  所以很快就开始研究，本来是准备自己实操一遍后直接给群友分享教程，结果捣鼓了快一个小时还是没能成功，就喊大家一起看，最后到早上10点左右跑通，第一阶段大家遇到的主要是以下几个问题：  1、误以为要等21000个区块后才能打，很多人就直接去睡觉了，耽误了时间； 2、一开始没有很清楚详细的教程，官方只给了一个Github，上手有难度； 3、用Ubuntu或者Mac会方便很多，Windows配置环境容易出现各种错误。  到了那天下午，消息迅速传播开了，有很多博主提供了教程，FB链上的Gas也从一开始的个位数涨到了400Sats左右，我已经困的不行了，配置好10个钱包自动Mint以后就去睡觉了，结果忘记设置后台运行，网络中途断了，导致错过了第一批低成本的时机。  再往后Gas一路卷，最高的时候达到了接近7000，而我是在第二天2500~3500的Gas区间完成了大部分Mint，去除掉Merge以后按当时的FB价格，对应的是5~7M的市值，我觉得是有空间的，第三天还想再加一些仓位，就遇到了0.01数量的问题，不仅白白浪费了FB，还耽误了时间，最后大概1万u出头的成本打了48000个币（9600张），按目前场外价接近7倍了。这个价格表现其实已经大大超出了我的预期，我本来想的是能到20M市值就很不错了，所以还是蛮惊喜的。  这次不太满意的是执行方面还是有所欠缺，因为这个级别的项目我是会想上5~10万u仓位的，但最终因为各方面的原因只打出去1万u的FB，其实里面将近1/3还是打废了的，导致没有完全把握好这次机会。昨天和几个打新工作室的朋友交流了一下，他们基本都拿到了不错的结果，在执行力上还是得和他们多学习。  即使是在大家普遍觉得一般的环境下，依然出现了好机会，小写Neiro我认为算是一年难得一遇的了，Cat20也算是月度级别的项目，区块链还是神奇。,01_landmark_million_dollar_trades
1698507472648945708,Mon Sep 04 01:25:12 +0000 2023,10.0,False,False,162,20,224,70285,这段时间让我相信人真的是有上风期和下风期的，最近很多算得上不错的机会都阴差阳错没有拿到预期的收益，除了运势不佳以外，自己的策略和操作也依然有很多提升的空间，分别是 @SeiNetwork 的空投、土狗币 @Shibasagaio 、NFT项目 @Blips_xrp 和做空 @CyberConnectHQ ：  1、Sei的跨链空投 8.17号Sei推出EVM钱包跨链空投活动，最初跨10wu有较大概率领到13000和5000个Sei的宝箱，平均单号收益大约为7000*0.15=1050u，我也马上以分润形式找大家合作，但是当晚出现领取延迟问题，第二天奖励锐减，平均单号只剩100u不到的利润，第四天则几乎连跨链手续费都回不来，最后我花费了大量时间和精力完成了手上的几百户合作账号，却没有赚到多少。  虽说主要是项目方暗改规则导致，但依然对我有所启发，如果能第一时间联系技术朋友写出脚本，可以极大提升效率，另外在当晚领取卡顿的时候多尝试一下其他跨链路径，也是有机会拿到更大收益的，时间就是金钱，相隔一天就差了10倍利润。  2、踏空$SHIA 了解土狗币的朋友应该都知道八月下旬的$SHIA，创始人是电竞战队G2的前老板，在我看来也是Milady官方代币FUMO之后的又一大无脑梭哈机会，两者的共同点是都有较强背书、池子大、流动性好、发射相对公平，但不巧的是大部分时间熬夜枯坐的我在那两晚刚好都睡过去了，这两个代币身边都有不少朋友取得几十E的收益。  SHIA如果当晚醒着，应该在0.03~0.05的价位有充分上车时间，对应流通市值为1.5~2.5M，而我醒来的时候已经0.2附近，其实从项目基本面来看，当时10M左右依然不算太高，距离最后的40M高点还有大资金4倍的机会，但是我总觉得已经错过了前面数倍涨幅，此时买入不划算，导致全程踏空。  其实这恰好是一级玩家要克服的心理，总认为没有早期成本优势就不敢上车，但是判断一个项目是否值得买入时，更应该分析后续上涨的空间有多大，而非底部的倍数有多高，因为几乎永远会有比你成本更低的人。  3、NFT项目Blips 8.29号Mint的Blips来自哈利波特仿盘$XRP，后者市值最高到过100M，在Blips发售时的市值也有30M附近，而此前哈利波特的NFT项目Sproto Gremlins地板最高达到1.5E，总量3333，而Blips的总量为1888，售价0.0069E，单号5个，合约还暗示后续可能有代币挖矿等用途，无疑是值得参与的，由于Blips需要钱包持有土狗$XRP才算白名单，我也提前分发了50个钱包，并在禁言群提醒大家参与。  出乎意料的是，我每个钱包准备了0.3E资金以为绰绰有余，结果一上来Gas直接冲到了0.5E，到最后成本慢慢降至0.3E附近，这时候我想Mint，却因为钱包ETH不够无法发出交易，眼睁睁错过。  这次的错误在于准备工作做的太过极限，其实完全可以每个钱包放够0.5E甚至更多，这样可以灵活应对一切情况。目前单个Blips的地板价已经到了0.3E，稀有的红色皮肤更是在2E附近成交，如果我按计划成功打到250个的话，保守估计也是40E以上的收益了。  4、做空Cyber 8.29号晚上Cyber开始拉盘，一天时间从3.6一路涨到接近9，这时候我认为当前整体市场行情下，这种拉法是不可持续的，于是开空，想着自己保证金充足，应该没有爆仓风险，总能扛到下跌获利的时刻。  之后的事证明了，我一个平时不玩合约、不太在CEX做二级交易的人去做空这种标的，无论最终结果如何，在出手的那一刻就已经注定是错误了。Cyber在币安的合约一路拉到16.5，整个过程里我陷入非常两难的局面，平仓不甘心，知道迟早要跌下来，扛单又要面临不停爆拉和两小时一次的高额费率，于是保证金越加越多，在上涨过程里的止损操作也让亏损越来越大，万幸的是最终熬过了高点，虽然亏损巨大但还没有到不可接受的地步。  这次操作堪称我进圈两年来最傻逼的一次，选择在不熟悉的领域用较大仓位去操作，而且完全没有规划好交易计划，面对上涨一会止损，一会加保证金，导致自己十分被动，算是被好好上了一课。  5、总结 以上几个项目，都属于能拿到几十万甚至上百万R收益的级别，但是因为各种原因最终没赚到什么钱，甚至亏损，一方面确实有运气方面的因素，另一方面也是自己有许多做得不够好或是犯错的地方，千万不能将投资当成一件太容易的事，永远敬畏市场。  @tipcoineth $tip,03_onchain_sniping_and_arbitrage
1825677948801921281,Mon Aug 19 23:35:17 +0000 2024,10.0,False,False,159,52,185,69115,距离上条推文过去了30小时，Tron上的疯狂还在继续，分享的两个币，龙头$Sundog保持上涨趋势，从90M到了130M，$Fofar更是表现神勇，从2M出头到了20M，其他Meme也百花齐放，已经出现了8个市值3M以上的币，前两条推文评论区主要有2个问题：  一是怎么买Tron上的Meme币，其实已经有非常多相关攻略了，搜索一下就有答案，简单来说就是从交易所或跨链桥提TRX到Tron链，钱包可以选择TronLink或者OKX，买卖我通常在直接在https://t.co/5c3C7GvkeG前端进行，代币信息则可以从https://t.co/NZW6oV5YSP获取，看线的话我用的是dextools，或者ave也可以，dexscreener应该也很快就会支持了。  二是标的选择，我自己比较少参与Sunpump的内盘，主要是从已经有不错交易量的代币中进行选择，其实思路和其他链的Meme币基本是通用的，要么选叙事非常好的，例如$Suncat，作为和龙头Sundog最贴近的也是比较早的代币，社区基础很强；要么选团队运营能力强的，例如$Fofar，一些朋友也发现了Tron上大部分涨的不错的币都是团队高控盘的，目前为止他们的格局都还是不错的，只要龙头$Sundog不崩盘，这些项目方也会想方设法把蛋糕做大，对于这类项目可以通过是否持续不断有KOL喊单、龙头上涨的时候项目方会不会及时做市拉盘跟上节奏这两点来进行简单判断。  最后分享几个我自己持有或是重点关注的币，首先还是强调，参与新链的Meme币交易本身就是风险较大的，而且Tron链的整体表现高度依赖于龙头$Sundog的表现，一定要自己把握进出场时机。  1、$Sundog @SUNDOG_TRX  作为龙头不需要过多赘述了，有趣的是几小时前有人单笔交易购买了45万u，直接把市值从100M拉到了320M，被砸下来后目前稳在140M，距离上次发推快50个点。 合约：TXL6rJbvmjD46zeN1JssfgxvSo99qC8MRT  2、$Fofar @FofarTron  今天Tron上表现最强势的代币，上条推的时候市值2.2M，目前22M，涨了整整10倍，非常符合我在标的选择里说的团队运营能力强，Matt Furie角色+红色Tron主题色叙事，具体信息可以查看上一条推文，Fofar go far. 合约：TUFonyWZ4Tza5MzgDj6g2u5rfdGoRVYG7g  3、$Biao @Biao_TRX  目前市值排在第四，Biao算是国外玩家心里最知名的中国meme之一了，以前在各个链上也都跑出过相关主题的金狗，这个项目方的Meme图更新迭代比较快，K线走势类似Fofar。 合约：TR95WcjR78Y4puyv8BkbFuxaf4WcvmmPpd  4、$TieDan @TieDanCoin  老狗复活，铁蛋是孙哥电子狗的名字，题材选择不错，K线看起来也经过了一波大洗盘，值得关注。 合约：TCR2f2EZEriqFV2b6nfnsZ7TUcVRyx8U8S  这波Tron很多人因为怕被收割错过了，但我观察下来身边的链上玩家参与还是挺多的，截止目前算得上是一波不错的行情了，龙头不断创新高，其他币也都普涨，而且Tron上没有夹子这一点其实挺有利于Meme币的，否则会导致很多买单被消耗。我不为谁站台也不建议经验不丰富的朋友参与，只是尽可能在每波大大小小的浪潮中把握机会。,03_onchain_sniping_and_arbitrage
1698896442289762424,Tue Sep 05 03:10:50 +0000 2023,10.0,False,False,157,57,155,116600,香蕉枪 @bananagun 公布了代币预售详情，这是我近期最期待的项目之一，以下是你需要知道的信息：  1、基本介绍 Banana Gun是一款TG交易Bot，最出名的功能是狙击开盘，从最新数据来看（图1），香蕉的用户数以及交易量和 @TeamUnibot 接近，而龙头 @MaestroBots 近期暂无发币计划，香蕉和Unibot的龙二之争愈演愈烈  2、代币经济学 $Banana 的代币分配如图2所示，其中预售占比20%，流动性池占比3%，空投占比1.2%，团队预留10%，其中一半锁仓2年后3年线性释放，另一半锁仓8年后3年线性释放，国库预留65.8%，大部分锁仓，释放部分用于之后使用Bot的奖励。  开盘时流通的代币比例为24.2%，买卖税均为4%，其中2%分配给代币持有人，1%分配给团队，1%分配给国库，开盘的池子为120E，市值1.56M，FDV为6.5M。  3、预售信息 预售共募集800ETH，单钱包上限为1ETH，整体采用先到先得机制，共分为4轮（图3），其中第一轮不超发，后三轮均为超发，预计在第二轮就会结束。  第一轮：持有2~5个Quest NFT的用户、对项目有过帮助的用户以及KOL； 第二轮：Giveaywas、早期的用户以及Dao； 第三轮：持有1个Quest NFT的用户； 第四轮：所有使用过Banana Gun的钱包。  4、代币生态 香蕉枪拥有一套完善的营收、分润、奖励和回购机制，在理想情况下可以实现正向飞轮（图4），每部分具体情况如下：  营收：使用香蕉枪狙击功能的手续费为1%，手动买卖的手续费为0.5%，代币的买卖税均为4%，这两部分构成了香蕉枪的主要营收来源；  分润：代币持有者可以分到40%的Bot手续费收入以及50%的代币交易税收，通过官方的dApp领取；  奖励：使用香蕉枪进行每一笔交易都会得到 $BANANA 作为奖励，数量由手续费*乘数X决定，X介于0.05~1之间，团队会根据市场情况进行调整，同样通过dApp领取；  回购：买卖税进入国库的部分将被用于回购代币。  5、个人看法 香蕉枪是目前狙击开盘最热门的Bot工具，各项数据都和Unibot不相上下，两者锁定了Bot市场的第二名和第三名，Unibot的代币全流通，市值最高点约为210M，对比之下 $Banana 开盘的价格无疑是极具诱惑力的，我本人一定会购买。  但一个问题是这类热门代币的开盘往往会被大户通过拼车大额贿赂的方式进行狙击，导致价格在第一个区块就暴涨，而香蕉又是当下最牛的狙击工具，团队是否能采取措施很好地应对这种局面，将是一件非常有趣的事！  @tipcoineth $tip,03_onchain_sniping_and_arbitrage
1841761763370663946,Thu Oct 03 08:46:37 +0000 2024,10.0,False,False,156,17,102,110151,这个项目hard rug了 @hawaHash @workworkcoin ，之前他们创始人一直给我私聊谈合作，一副做事很认真的样子，我就二级接了40E，没想到团队直接脸都不要了，狙击钱包集体砸盘，真被恶心到了，40E基本归零。  他们做的是一个Dota主题的游戏，我群里有很多Dota2玩家，他这个游戏也是针对这一点做了很多定向宣传，老王 @V1JeromeLoo 的国潮社区也有很多小伙伴参与了游戏。图1这个创始人多次找我希望合作，包括推荐人参与他们的预售，我因为觉得打钱预售还是有风险，所以没有答应，只在社区抽了一些游戏里的英雄作为福利。  发完币开盘涨了一波之后，币价就一路阴跌，本来正常亏损我也认了，怪自己看走眼，参与项目有盈亏很正常，然后刚刚币价突然暴跌，市值从3.6M闪崩到1.6M，我第一反应是有预售大户砸盘，又去接了10E，没想到又是一波集体砸盘到1M。  然后我才仔细去看了砸盘的行为和钱包，全是底部捆绑狙击的钱包，而且是在同个区块集体砸盘，毫无疑问就是项目方自己砸的，跟直接撤池子Rug没有区别了，最恶心的是参与这个项目的玩家或者社区，有很多都是觉得和项目方算是认识，或是朋友，才很信任的去参加，包括项目方还在各种渠道发消息说有VC投了他们、已经联系好了交易所等等，没想到直接被背刺。  发生了这些事，图3这个Mod居然还在DC发表这些言论，意思是参与预售的人不能卖，卖了获利有问题，团队看到参与预售的人赚钱了急眼了干脆自己先把池子掏了？也真的不怪大家对国人项目有偏见，这是正常人能干出来的事吗。  最后附上刚刚砸盘的部分钱包，可以对比买入和卖出的行为，买入都是和加池子同个区块捆绑完成，只有项目方能做到，卖出都是刚刚统一砸盘： 0xa4e22a4f61e67f8d721baf9404c3f86ce50e061e 0xe3bf405b9b4012c8d56d7ceecc02e2b77f1593f5 0x5264327f20511f2ba8e54a2d4100d66b78c0abb0 0x3e8c17690e11dfc360174e9843af67e3477b378c 0x4b103cf9b20a0c395691e3b158e6a562b4c0ce75,03_onchain_sniping_and_arbitrage
