id,date,is_featured,likes,retweets,replies,views,text,images_count,local_images,url
1995495034444210664,2025-12-01 14:07:45,⭐ JEV精选,114,11,12,16381,"围绕着这些确定因子，就可以推导出行为了，比如：
1. 空投不卖我不买
2. 投资人开始解锁的币我只空
3. 高开大概率空，低开看看有没有机会买
4. 没新预期的项目不玩（因为没新预期做市商就没吸引散户当退出流动性的钩子，也就不会拉盘）
5.",0,,https://x.com/Michael_Liu93/status/1995495034444210664
1936237849940312068,2025-06-21 01:40:51,⭐ JEV精选,199,15,58,94892,行情走的挺不健康的，尤其是sol，4月初跌到95，出现超卖，反弹了近一倍然后继续派发，标准周期派发形态，可以参考下上轮。这里想赌是二探的可以110-120左右抄，但破了一定要快跑，如果100再破了大家可以彻底2025年歇逼出去旅游了😅 https://t.co/CHU69U1t9d,1,images/1936237849940312068_0.jpg,https://x.com/Michael_Liu93/status/1936237849940312068
1966856206410285391,2025-09-13 13:27:16,⭐ JEV精选,297,41,52,65991,"这周没好友来访，得了个清净的周六晚上盯盯盘整理下思路，趁着最近大家讨论降息后的仓位管理，也聊聊我对降息后市的看法是什么，以及我的操作。

先聊聊事实：
咱们刻舟求个剑，整理了一下过去50年共11轮美元降息周期里，降息后标普500的1个月、3个月、12个月表现（加密货币会跟着美股走）： https://t.co/32XTQ5I0wX",2,images/1966856206410285391_0.png;images/1966856206410285391_1.png,https://x.com/Michael_Liu93/status/1966856206410285391
2030794133833650360,2026-03-08 23:53:46,⭐ JEV精选,237,45,42,120671,"唉，石油今天开盘直接刺了21%，历史上石油到最后冲刺阶段都是美股大暴跌的开始

油价高&gt;通胀高&gt;无法降息甚至要加息控通胀&gt;企业利润受挤压&gt;裁员&gt;经济更差&gt;但又因为高通胀无法降息救经济

美联储有两个使命
1. ‌保证最大可持续就业（控失业率）
2. 保证价格稳定（控通胀） https://t.co/rUvyiwXj3t",1,images/2030794133833650360_0.png,https://x.com/Michael_Liu93/status/2030794133833650360
2033734220678631537,2026-03-17 02:36:37,⭐ JEV精选,182,23,26,66839,"之前聊过这个话题，熊市不要盯着突破做交易，或者觉得某个区间破了行情就来了，小区间的突破放大一个区间你会发现一百个阻力位。

牛市多Bear Trap，熊市多Bull Trap，但趋势是你的朋友，盯着lower high和lower low你就不会对趋势错判， 要做右侧就等趋势变了再去做，在此之前任何突破都当烟雾弹。 https://t.co/ZyFfz95DgV",2,images/2033734220678631537_0.jpg;images/2033734220678631537_1.jpg,https://x.com/Michael_Liu93/status/2033734220678631537
2097731826072838606,2026-09-09 17:00:15,⭐ JEV精选,88,6,30,85894,"有好几个朋友来问bnc为什么砸的这么厉害了，我觉得其实就是美股流动性太差了，稍微有个人出点货就砸下去了。这个BNB的DAT在4stock出来之前每天只有20-30wu的成交量，你可以理解就没美股资金在冲，4stock出来的那天带动美股成交量一下到了7000万，然后这两天又回落到小百万了。主要战场都是在链上和合约里，币圈哥们们pvp。

所以如果你是很在乎这个短期涨跌的，我劝你别交易这个标的，如果你是想“折价”买bnb现货的，又相信cz和hy能把这个bnb dat搞起来，那你就当现货买了拿着。

可能看了这个交易量数据你也就理解为什么我觉得4stock对币安做成BNC多么重要了吧。",1,images/2097731826072838606_0.jpg,https://x.com/Michael_Liu93/status/2097731826072838606
2071437321661256072,2026-06-29 03:35:17,⭐ JEV精选,408,34,35,335162,给大家个建议，就算你觉得还有最后一跌，现在也一定一定不要再空单思维了。没人知道周期底部是5w还是4w，但节奏很关键，假设你6w抄一半，就算极限跌到4万，你再抄一半，平均成本5w只比现在价格跌了16%，但如果这个位置你开着空单，反弹到7w（完全有可能），你同样也是亏16%，而这种反弹会把你的节奏完,0,,https://x.com/Michael_Liu93/status/2071437321661256072
1898718408101003399,2025-03-09 12:51:59,⭐ JEV精选,258,39,53,113242,之前提醒过很多次了，再啰嗦一遍🥲，链上发行的币，上了大CEX以后，一律不能在二级接，DEX的涨幅空间越大、控筹越低、上了CEX就越不能接。因为价格发现的过程都在DEX上完成了，上CEX就出货是散户、项目方、MM和各利益方的共识，所以大家都会上了就抢跑，就算项目方不弃盘，想拉第二波也得先把第一波套,0,,https://x.com/Michael_Liu93/status/1898718408101003399
1997399261177384960,2025-12-06 20:14:28,⭐ JEV精选,52,6,8,12076,@bitfool1 说来如果是一个长期的bet，为啥要在降息周期初买usdc呢，他的利润只会越来越少，美股投资人是不会去拿P/发行量给usdc估值的，而如果又是个多头垄断的市场，usdt上市后，usdc会有明显的估值折扣。而如果你赌的是crypto市场后面仍是牛市，那为什么买的是circle而不是coinbase（牛市里交易量的增量一定是,0,,https://x.com/Michael_Liu93/status/1997399261177384960
2025840693906985281,2026-02-23 07:50:34,⭐ JEV精选,204,14,46,202907,这波下跌周期里第一次抄ETH，长期是不是底不好说，底是需要磨出来的，但这个位置来个反弹问题不大，这波ETH在币安的换手量跟FTX暴雷时持平，上一次这么大的换手量是近4年前，这还是ETH在CEX的交易量已经被ETF和DAT稀释的情况下，实际惨烈情况应该跟3AC那会儿差不多了。 https://t.co/Cihnlglc2b,1,images/2025840693906985281_0.png,https://x.com/Michael_Liu93/status/2025840693906985281
2070146612031377774,2026-06-25 14:06:28,⭐ JEV精选,155,11,89,56266,"STRC继续跳水，这种飞轮向下螺旋的时候千万别接飞刀。

现在MSTR面临的窘境：
卖BTC还利息 = 高位建仓，低位割肉
普通股对应btc的nav有折扣时增发mstr买BTC = 减少每股btc含量

在MSTR不解决STRC问题之前，市场是不会形成有效接盘力量的，都在等着雷被拆掉或者雷爆掉。 https://t.co/XjkCtpkImo",1,images/2070146612031377774_0.png,https://x.com/Michael_Liu93/status/2070146612031377774
2051238349629976751,2026-05-04 09:51:47,⭐ JEV精选,83,7,30,27163,hyperliquid和币安的周末价格发现的逻辑不太一样。币安会冻结指数价格，周末有资金把价格冲的偏离指数价格的话费率就会容易出现极值，hyperliquid周中会用外部定价，周末则会切换成外部定价+ema平滑机制去削减周末的费率极值。 https://t.co/MPKTATITOk,2,images/2051238349629976751_0.jpg;images/2051238349629976751_1.jpg,https://x.com/Michael_Liu93/status/2051238349629976751
1841896933939671311,2024-10-03 17:43:44,⭐ JEV精选,42,6,15,51691,好久没写二级的内容了，uxlink这种upbit做庄的妖币千万要谨慎在市场差的时候空它，这里支撑位都破了，但看庄钱包并没有大量的筹码转出，就小百万，然后也没出现现期价差，funding rate也是正常的，这种时候我宁愿错过空它的机会也不会硬着头铁上。 https://t.co/2JaYfSYEs2,1,images/1841896933939671311_0.jpg,https://x.com/Michael_Liu93/status/1841896933939671311
2049203068311584965,2026-04-28 19:04:18,⭐ JEV精选,20,2,1,5241,今天有人问我为什么我白银看到5开头，却在72附近平了一大半空单。原因是因为我觉得原油短期到顶了，这俩资产近期几乎是完全负相关，所以先止盈一部分，有反弹了再逢高空进去。(蓝色是wti原油价格，蜡烛图是白银 https://t.co/MlTJQujw32,1,images/2049203068311584965_0.png,https://x.com/Michael_Liu93/status/2049203068311584965
2074122994251857985,2026-07-06 13:27:11,⭐ JEV精选,156,17,26,174493,买存储股本质上就是在炒存储的商品价格，跟你看涨石油买石油公司本质上没区别。比如美光，过去一年7成的收入增长来源于单位价格涨价，传导到净利润层面，8成来源于单位价格涨价。 https://t.co/4n9A4JjwhJ,1,images/2074122994251857985_0.png,https://x.com/Michael_Liu93/status/2074122994251857985
1965941085752144285,2025-09-11 00:50:54,⭐ JEV精选,113,10,31,66855,一个月前写Pump这篇帖子的时候，Pump刚从Bonk手里抢回市场份额并开始回购，那会儿回购了1%不到，到今天已经回购了6.15%了，不到30天时间从市场上收回来了超过5%的流通筹码（这还是最近链上很枯的时候），一共就33%在外面，下一次解锁要等到26年年中，按这种收法，流通盘会越来越少，价格到后面越容易螺 https://t.co/HlKgrDlc3W,2,images/1965941085752144285_0.jpg;images/1965941085752144285_1.jpg,https://x.com/Michael_Liu93/status/1965941085752144285
1905319764026876408,2025-03-27 18:03:25,⭐ JEV精选,247,14,88,123753,不该一次性上四个的，最明显的是mubarak上了现货之后不涨反砸，成sell the news了，流动性本来就差，四个标的市场根本没法合力，都在找最便宜的上，而不是合力追龙头，如果这波上现货效果不好，bsc接下来的链上流动性会加速退潮。,0,,https://x.com/Michael_Liu93/status/1905319764026876408
1839491335243612237,2024-09-27 02:24:45,⭐ JEV精选,10,1,6,5282,@fubo2552 你如果经常玩sol生态你也该知道，sol上的95%以上的池子是在ray上的，第二大的是meteora。ray的fdv是9亿，jup的fdv是90亿，一个聚合器比底层池子贵10倍。举个例子，现在uniswap 73亿，1inch4亿，如果1inch反过来变成730亿，你觉得合理会去买吗？,0,,https://x.com/Michael_Liu93/status/1839491335243612237
1991759714041098565,2025-11-21 06:44:55,⭐ JEV精选,8,0,0,1082,"@wf62mm9mxz @follow_clues 我觉得你可能需要理解下convertible debt是什么。

是否转换成股票的权利在债权人，而不是mstr决定，这也是为什么mstr的债大部分都是0利率的。本质上你如果借钱给了mstr，就是把你的债的利息换一个btc的远期期权。",0,,https://x.com/Michael_Liu93/status/1991759714041098565
2034616876274508111,2026-03-19 13:03:59,⭐ JEV精选,2,0,1,418,"@0xmao_eth 为什么要加呢？这个btc yield的飞轮是对应普通股有premium去买btc才是“划算”啊。

如果债也算，理论上你也可以说要做一个无限举债买btc的公司，只要利息低于btc每年的价格增长这家公司就不可能破产。但这你觉得说得通吗？",0,,https://x.com/Michael_Liu93/status/2034616876274508111
2097304406316261653,2026-09-08 12:41:51,⭐ JEV精选,149,21,62,92377,"多建了一些BNC的仓位，细说下逻辑：
1. 目前BNC这家美股财库公司持有的bnb大概4个亿美金，但公司市值只有2亿，折扣有50%。
2. 今天four meme发bnc池的meme，然后cz去转发bnc的内容，币安内部想推动BNB DAT的意图很明显了
3. https://t.co/mKTRebHHPV",1,images/2097304406316261653_0.png,https://x.com/Michael_Liu93/status/2097304406316261653
2025842396718825954,2026-02-23 07:57:20,⭐ JEV精选,46,1,6,14982,这就是我抄底三条件中说的第一条（投降式的换手量），而对于BTC，CEX内虽然还没看到这样的投降式换手，但ETF中却有出现（IBIT占了BTC ETF 60%左右的AUM，二级换手有出巨量），这也比较符合这轮机构+ETF驱动BTC周期的特点。 https://t.co/Cn28zYTaHc,2,images/2025842396718825954_0.png;images/2025842396718825954_1.png,https://x.com/Michael_Liu93/status/2025842396718825954
2077800519205323180,2026-07-16 17:00:22,⭐ JEV精选,232,24,48,73146,"我发现这波被套在存储上的人全都是盯着低p/e和存储需求仍然很坚挺被套的。

但只要你想明白了今年存储公司利润的暴涨几乎都是asp涨价带来的，你炒存储股跟炒内存条的价格本质上没区别时，可能也就没这么fomo，止损起来也就没这么难了。",0,,https://x.com/Michael_Liu93/status/2077800519205323180
2094282053781164082,2026-08-31 04:32:06,⭐ JEV精选,201,12,59,142392,"这轮我们很难再看到纯meme的市值能达到上一轮的高度了，哪怕是之前的20%。上轮周期的meme上了cex之后，二级的大户和机构提供了非常大的买盘，所以我们看到了pnut neiro act这些meme在上了币安之后仍然有着不错的涨幅，而最终筹码从链上几乎全部转移到了二级的机构和散户手里。但苦了这些二级机构，上轮敢在二级收筹坐庄的都亏肿了，也有被直接献祭的。

meme控筹永远是核心问题，链上的meme在二级控筹太贵了，控的好的有个80%就不错了，不可能让二级庄控到95%以上去做妖币操盘的，而且现在还在币圈玩的大资金都是聪明钱了，看你控筹控的差不多了就不跟你玩了，之前的大Neiro，控完筹就被下架，还有最近的币安人生，越拉OI越低，我都想不到他们怎么收回成本。",0,,https://x.com/Michael_Liu93/status/2094282053781164082
2082798877707792691,2026-07-30 12:02:03,⭐ JEV精选,132,11,28,95686,"反弹逻辑是什么？
几个hyperscaler财报都出了，不减capex不影响基本面。美联储会议落地，短期利好，虽然7月没加意味着9月加息概率大，但还是给8月初资金冲一波的时间。韩国那边开始讨论如何救市了。sk会长刚抄底海力士了。价格还可以，前低止损位也很清晰。",0,,https://x.com/Michael_Liu93/status/2082798877707792691
2047563161579221095,2026-04-24 06:27:54,⭐ JEV精选,139,14,46,83469,好久没聊币圈大盘了，回过头看看两个月前抄底反弹时候设置的78000和2600的目标，目前btc反弹最高到79400附近，eth反弹最高到2460附近，显然高估了eth市占率的反弹力度（本来觉得易和garrett代表的资本在清仓eth后反弹会更猛烈）然而这波defi被盗事件直接把拉升期的eth.d打了下来了。 https://t.co/dVTzPx4sUs,2,images/2047563161579221095_0.png;images/2047563161579221095_1.png,https://x.com/Michael_Liu93/status/2047563161579221095
1976431341291110797,2025-10-09 23:35:26,⭐ JEV精选,277,30,90,95290,感觉Bsc meme又有要走上brocolli那会儿老路的意思。市场里流动性一共就这么多，链上一部分，alpha一部分，二级一部分，上一个alpha的币，能去1亿，上5个就是各2千万，二级上一个能去5个亿，上5个就各1个亿，上的越多天花板就会越来越低，上一层的天花板低了以后也会挤压下一层的。,0,,https://x.com/Michael_Liu93/status/1976431341291110797
2019441976803037288,2026-02-05 16:04:21,⭐ JEV精选,211,30,23,76159,"这个位置想抄的，不是说不能抄，一定会有反弹，但熊市接针博反弹是个性价比特别差的交易。

熊市越后期反弹越弱。你赌个10-15%的周反弹，但往下10-15%一天就能完成，博反弹不如等反弹空。",0,,https://x.com/Michael_Liu93/status/2019441976803037288
2097983863293358127,2026-09-10 09:41:46,⭐ JEV精选,107,9,67,35389,又加仓了一些bnc，这家公司的初始股东成本价在10块，现在一半的价格都不到，还对比bnb的nav有50%的折扣，币安这轮想bnb新高一定需要推动dat去拉美股资金，cz hy最近又明显做了要推动的动作，买了就当现货拿bnb了。估计在等fourmeme那边把bnc4的mint和赎回给搞好就发力了，现在我看链上还比正股有溢价。,0,,https://x.com/Michael_Liu93/status/2097983863293358127
2097256795278622721,2026-09-08 09:32:39,⭐ JEV精选,63,5,31,22079,"Anthropic第一天保守目标还是3万亿，如果fomo的厉害去个4万亿以上吧

年底1200亿-1300亿美金的arr，3万亿美金也就是25x左右2026 forward P/arr。对比之下BE forward p/s 18x，palantir forward p/s 51x，spcx forward p/s 45x，当时saas泡沫的时候snowflake还有一大堆30-100x p/s的公司。",0,,https://x.com/Michael_Liu93/status/2097256795278622721
2051184930542235757,2026-05-04 06:19:31,⭐ JEV精选,168,20,81,180490,币安的费率问题不止在cl和bz，贵金属和美股都有问题，今天凌晨的crcl费率一度是0.4%-0.6%，同一时间hyperliquid上费率就是正常的0.001%以下，上个月有个周末更是夸张，几个小时-1.5%的费率，有这种极值情况基本没法在币安拿tradifi的单子了，可能一天不注意，利润全被费率吃了，我目前的美股和贵金属单 https://t.co/BoRZbXlvzf,2,images/2051184930542235757_0.jpg;images/2051184930542235757_1.jpg,https://x.com/Michael_Liu93/status/2051184930542235757
1889494304311353442,2025-02-12 01:58:41,⭐ JEV精选,326,83,153,69026,"新币决定空不空着重看两件事：
1. 上所估值：如果上所估值还算合理你就谨慎点。我一般怎么定义“合理”？
a. 跟上轮私募轮估值比较一下，如果开盘价贴着上轮私募估值就算“合理”（但是也有可能上轮vc自己fomo了，巨高价投进去了站在山顶了，最典型的就是Stark）
b.",0,,https://x.com/Michael_Liu93/status/1889494304311353442
2069985221941060008,2026-06-25 03:25:10,⭐ JEV精选,192,20,101,58254,"趋势的反转需要时间，不管是熊转牛还是牛转熊，越成熟的资产反转需要的时间越久，而相对应的，趋势持续的时间也就越久。但很多人的策略里只有看空和看多的观点，并不包含时间这个因子，有可能你对一个资产的观点是对了，但交易就是做错了，你如果看好一个资产未来5-10年，不应该被未来5-10天的波动影响了决策，相对应的，如果你看好一个资产未来5-10天的价格，就不要被一个资产未来5-10年的叙事洗了脑。

know the timeframe you trade",0,,https://x.com/Michael_Liu93/status/2069985221941060008
1997884766226403477,2025-12-08 04:23:41,⭐ JEV精选,192,11,48,104973,聊聊今晚TGE的stable的策略吧。这个项目7月份不到3亿fdv融的，一大堆投资人，还有帮冲tvl拿币的，现在盘前30亿+FDV肯定是虚高的，Plasma都跌了快90%，才20亿不到了，也不是XPL那会儿的市场行情（那会儿满市场都刚错过aster，看着第一个tether扶持的猛冲），所以stable这项目在我这里是个可以长期空的好,0,,https://x.com/Michael_Liu93/status/1997884766226403477
1947610064933863430,2025-07-22 10:49:58,⭐ JEV精选,95,9,33,58909,不到四天，pump/bonk的汇率对又跌了30%，pump 36亿，bonk30亿了，pump还有继续向下的空间，但一旦pump跌破了bonk的价格，短期反倒会对bonk的估值施压，因为bonk不再有估值的“锚”了。,0,,https://x.com/Michael_Liu93/status/1947610064933863430
2071911289522401476,2026-06-30 10:58:40,⭐ JEV精选,23,0,1,2367,@PhyrexNi 如果是跨境用途的的，我觉得这种客户更不会接受银行稳定币了。境外客户要的是最终变成美金的兑付能力和兑付便捷性，usdt和usdc对于一个境外用户远比一个jpm发的稳定币要靠谱，我要换还得找个jpm的分行。而如果本身双方都已经是jpm的客户，直接jpm汇款就好了，也就不需要稳定币了。,0,,https://x.com/Michael_Liu93/status/2071911289522401476
2071743936998375533,2026-06-29 23:53:40,⭐ JEV精选,295,30,80,125076,"最近有朋友问我，怎么看银行巨头们自己下场做稳定币？会不会颠覆Circle的生意，我来回答一下。

稳定币生意的护城河是仅次于BTC的存在，这是一个又要铺渠道，又要搞定用户心智，又要搞定合规的生意，先发玩家的优势巨大，因为从用户的角度几乎没有任何切换的理由。

这么多年下来，最终跑出来的只有USDT和USDC两家，一个依托早期crypto爆发带来的先发优势，一个依托美国合规体系和链上defi后崛起。

- 币安扶持过三次新的稳定币，BUSD, FDUSD, TUSD，都没做起来
- Hyperliquid做了USDH，没做起来
- 火币做了HUSD，没做起来
- OKX早期通过oklink做过USDK，没做起来
- Gemini做了GUSD，没做起来
- Kraken做了USDG，没做起来
- Tron做了USDD，没做起来
- 其他的稳定币更不用说了，算稳要么已经暴雷，要么存量一直在萎缩的过程中

币圈里拥有最多流动性，最大分销网络，最多交易场景，现成的用户的最大的几家交易所和公链都尝试无数次且失败的事情，你觉得JP morgan下场做能做好？这些老牌金融机构上上轮周期的叙事是要做crypto交易所，做明白一点了吗？",0,,https://x.com/Michael_Liu93/status/2071743936998375533
2094826533903106189,2026-09-01 16:35:40,⭐ JEV精选,240,28,28,44059,"今天除了牛来浇了，robinhood链上也能明显感觉比前两天p多了，流水和诈骗盘也多了，rabbit当天怎么上去怎么下来，boner也开始回调，目前只有龙头的AI和Pons还坚挺。

再重温下：
炒作时传播路径：龙头 → 龙二 → 龙三 → 杂毛补涨 
见顶时：杂毛先死 → 龙三崩 → 龙二崩 → 龙头调整",0,,https://x.com/Michael_Liu93/status/2094826533903106189
1973723915760595453,2025-10-02 12:17:06,⭐ JEV精选,113,6,24,39146,说说今晚2z的交易策略，8点上alpha，8:30上合约，9点upbit和bn现货，这种合约和现货中间有时间差的，合约出来我大概率会先观望，等upbit开了看有没有溢价，有溢价就等溢价平了空他，没溢价就直接空，70亿的fdv，接盘是接不动。先这么计划着，一会儿开盘再看。,0,,https://x.com/Michael_Liu93/status/1973723915760595453
2024910234050003398,2026-02-20 18:13:15,⭐ JEV精选,99,7,40,57567,同感，pepe抄了一些，bes没建仓，博个反弹。逻辑是如果是赌山寨反弹，都得盯着eth，pepe就是eth alpha增强版，过去几波反弹你如果盯过，你应该知道pepe前几天都是领涨，而且可以观察对比下11月至今pepe和eth的价格，明显已经跌不动了。,0,,https://x.com/Michael_Liu93/status/2024910234050003398
