推文ID,发布时间,JEV评级,JEV得分,点赞量,转推量,浏览量,推文正文,原推链接
2100474692457103708,2026-09-17 06:39:26,A,57,149,3,451751,"网上一堆因为arc链直播视频出现多个印度人喷circle的，虽然印度人口碑确实差，
但是美联储昨天加息，并且预示下次继续加息，这对稳定币生意为主的 $CRCL 应该是大利好，能吃到的利息更多了。
昨天莫名其妙被错杀还跌了，理应加息大暴涨。
那个加密法案没通过本身就是好事情，有个议员喷特朗普说它家搞加密捞的钱比最大加密上市公司赚的都多。这个法案相当于给这些政客捞金合法化，有很大漏洞所以投了反对票并不是因为他们这些议员反对稳定币或者加密。",https://x.com/xiaomustock/status/2100474692457103708
1924492873086775494,2025-05-19 15:50:30,A,57,89,23,258502,"稳定币如果某一天成为美债第一的持有者，超越所有国家的话，稳定币发行商的话语权可能可以直接影响美国政府的决策.

美元稳定币现在2300亿美金左右.
美债最大持有国日本持有11300亿美金左右.
btc市值21000亿美金左右.
现在稳定币市值/btc市值=1/10左右.

如果美元稳定币市值超过日本持有量1.1万亿.
也就是翻5倍.
那么稳定币和btc市值还是保持1/10左右的关系的话，btc市值将达到10万亿美金左右.
btc单价将突破50万美元一个.

那时候股票资产应该都会被映射到链上，轻而易举.

一旦稳定币法律层面绿灯，50万美金的btc可能非常快就能看见.",https://x.com/xiaomustock/status/1924492873086775494
1805108468392788341,2024-06-24 05:19:30,A,57,42,7,85567,"美股应该从上周开始正式回调了盲猜。回调结束就是降息之时。
23年上半年爆发的chatgpt引爆了ai概念，逆转了美股的走势，同时也让康波周期失效。拿以前的经济特征预判这一轮是完全失效的没参考意义。如果没有ai强行改命，现在应该美股跌成屎早开始降息了。
但是美股没跌一路暴涨，这让美联储怎么降息。
它肯定在等ai炒作结束美股大幅回调，然后再顺理成章降息，这时候的降息才真正有意义能调节市场周期。
不然美股被ai带的涨的呼啦呼啦的，大量的热钱被制造出来，还降息？释放更多的热钱？怎么可能。

降息的节点肯定出现在ai股大幅回调，结束这一波的上涨。然后美联储出来降息释放资金救市调节社会面的资金流动性。

gpt是近几年最大的变数，逆转了很多东西，但经济就如同潮水，有高潮肯定有低谷，币圈也逃不过去，即使它一浪比一浪高，耐心等待。",https://x.com/xiaomustock/status/1805108468392788341
1842965281712623825,2024-10-06 16:28:58,A,56,917,168,581653,a股个股太多了，我基本上全是etf指数，港股还是建议只干ah股，有流动性，可以盯着负溢价做 https://t.co/Zwu4RAHn1m,https://x.com/xiaomustock/status/1842965281712623825
2094858992048877636,2026-09-01 18:44:38,A,56,0,0,0,"日元美元10年期国债收益率最近都在暴涨，
唯一能确定性的就是无风险收益率增加这会抽走股市大量的资金，这俩月股市都不会好。

这美联储的再加息是想自己搞死自己人，
10年国债的利率上升这又对无息资产按理也是打击，之前美财政部回购10年/20年/30年美债是美债崩盘叙事。
所以如果美债不崩，国债利率上行利空无息资产黄金btc，
美债崩盘，即使美债利率上行，也利好黄金btc。
这种俩种都说得通，但美债崩盘叙事更多是情绪盘。现在btc和黄金下跌估计就是资金冷静下来，还是利空btc黄金这种无息资产毕竟国债高息躺赚。
唯一确定性利空股市，流动性被锁住抽走。
anthropic上市还能再抽走一批流动性，股市肯定是好不了，地狱难度，怀念上半年的存储行情，天天都是暴涨。",https://x.com/xiaomustock/status/2094858992048877636
2094858813212180985,2026-09-01 18:43:56,A,56,0,0,0,"日元美元10年期国债收益率最近都在暴涨，
唯一能确定性的就是无风险收益率增加这会抽走股市大量的资金，这俩月都不会好。

这美联储的再加息是想自己搞死自己人，
10年国债的利率上升这又对无息资产按理也是打击，之前美财政部回购10年/20年/30年美债是美债崩盘叙事。
所以如果美债不崩，国债利率上行利空无息资产黄金btc，
美债崩盘，即使美债利率上行，也利好黄金btc。
这种俩种都说得通，但美债崩盘叙事更多是情绪盘。现在btc和黄金下跌估计就是资金冷静下来，还是利空btc黄金这种无息资产毕竟国债高息躺赚。
唯一确定性利空股市，流动性被锁住抽走。
anthropic上市还能再抽走一批流动性，股市肯定是好不了，地狱难度，怀念上半年的存储行情，天天都是暴涨。",https://x.com/xiaomustock/status/2094858813212180985
1735569034660413912,2023-12-15 07:54:37,A,54,555,34,303588,"我没啥钱，没啥人设，也不是啥有钱人，现实生活中也是屌丝宅男，上半年圈内的资金被我亏的快退圈了，买的车子也卖了换了点钱又进来玩，赶巧遇上pepe和铭文4月5月份赚了些，下半年又是山寨大牛市，活过来了，现在就是说赚了点，只能这么说，感谢牛市，感谢铭文。
我唯一觉得很佩服自己的一点就是，我即使亏完了也相信自己有翻身的能力和机遇，从来不放弃自己，即使任何人都不看好我。

赚钱了要记得套现大家，留点钱在现实中，应对任何可能在币圈发生的意外，比如归零破产，被盗，交易所跑路啥的，还能保持自己一个体面的生活。这是我自己的血泪教训，好话。",https://x.com/xiaomustock/status/1735569034660413912
1880801101504811385,2025-01-19 02:15:00,A,54,310,39,154607,"今年链上单币赚1m-10m的机会肯定多的一逼，百分之一万，没搞到trump不用难受.

1.链上今年算正式接管交易所的交易量和市场，
交易量肯定某一天整体超过cex交易量！
2. 同时今年也是ai agent落地之年
3. 又是加密总统上台首年

多重叠加，各种催化剂，sol链上今年肯定一大堆爆炸机会.

耐心等，大机会直接再梭哈干他娘的.
trump算对我来说结束了，剩2万个.大部分卖完了.",https://x.com/xiaomustock/status/1880801101504811385
2097678792768844268,2026-09-09 13:29:31,A,54,304,25,249439,"four是币安团队自己做的。
起点是2018年左右何一主导收购了期货交易所jex，是何一败笔，jex跟币安合并后也没能搞下去，jex币安团队在21年5月份转型尝试做了链游bnx，再后来bnx游戏上币安后也黄了，
币安就让bnx团队再做了four发币平台用来抄袭恶心sol链的pump。
很多人喷four却不敢喷币安这夫妻俩，但实际上喷four就是喷他们夫妻俩，four吃了数亿刀手续费做的事比狗还狗，怎么恶心怎么来。",https://x.com/xiaomustock/status/2097678792768844268
1937789618390179971,2025-06-25 08:27:02,A,54,244,24,192710,"币圈为啥现在这么烂，就是诈骗项目发的币太多了，发出来上了交易所就想浇给散户.
这些诈骗盘根本不想着怎么长期做产品，只想圈钱交给.
跟21年那会的牛市完全不一样，那时候都是defi应用，链游，全市场合力托举一个shib.
即使到现在比如aave，comp，uni这些defi项目方都还在继续开发优化做产品.
现在的这些项目方呢，浇给完就换新的继续上所搞诈骗了.
买他们搞的诈骗币就是把时间浪费在这些人身上，节约时间，远离这些shitcoin.",https://x.com/xiaomustock/status/1937789618390179971
2047185487342051406,2026-04-23 05:27:09,A,54,243,20,114436,"很多人对这个图没真正明白意味着什么，
要清楚背景，这是在2022年前投资出去的，还不包括CRCL。如果再给他4年，2026年，他的投资能力极可能包揽绝大多数顶级AI股。
如果不是cz俩口子，ftx很可能通过AI投资成为全球最有钱的公司，crypto会成为AI的底层交易媒介，22年前ftx就在搞股票和大宗的crypto交易，直到今年才被各个交易所模仿，因为币安这些交易所原本上山寨币做局收割的路子走不下去没人信了，只能转向股票和大宗。",https://x.com/xiaomustock/status/2047185487342051406
1804706546238226878,2024-06-23 02:42:25,A,54,236,33,156046,"rast底部翻倍了，散户大胜。
给币安洗地的傻逼统统拉黑，是非黑白不分，拿了钱屁股就朝哪边撅。有啥好洗的，拿着整个币圈最强的流动性cz走后何一这娘们上了大半年的猪食，还给洗，何一睁眼说瞎话这帮傻逼还也跟着舔着睁眼说假话，这种人你不知道它发的东西哪句是真话，说不定都是马屁和骗术。
还附和何一这娘们说上的垃圾你可以做空啊，这种高度控盘的垃圾，钱不得更快的全进何一的腰包。",https://x.com/xiaomustock/status/1804706546238226878
1989372825782657335,2025-11-14 16:40:17,A,54,152,20,72069,"$CRCL 今天解禁，不跌反涨因为前几天已经跌过了，另外这俩天有木头姐逆势加仓buff.
就目前，
美政府最期望的就是稳定币规模做大，这样可以出售更多美债给这些稳定币发行商.
按照数万亿级的稳定币市场，usdc的先发优势和合规上市背书，那么按照目前30%份额规模，未来稳定币上万亿规模它能轻松分到三千亿美金以上的市场.按照3%美债息费收入能轻松年入100亿美金，现在市值只剩下不到200亿美金.
84这价格能捏得住闭着眼睛也亏不了吧.
除了正股 $CRCL 外，还有 $CRCA 俩倍做多etf.",https://x.com/xiaomustock/status/1989372825782657335
1809114809071452183,2024-07-05 06:39:16,A,54,100,7,80404,"从最近的暴跌,暴露出的真相。
1.美宏观数据对币圈没有意义，只对美股有效，美股依然持续上涨，币圈暴跌，如果有用俩边会是同一个节奏。
2.熊市暴跌过程中，所有抄底指标都失效，跌70%代币依然还能再跌70%。
3.eth还没上线etf已经跌到了etf通过前的价格，在熊市中上美股etf也没法带来上涨。
4.币圈只有btc是真的，btc暴跌的时候只有美金是真的😂",https://x.com/xiaomustock/status/1809114809071452183
1844594694254432598,2024-10-11 04:23:40,A,53,163,22,137977,"真诚建议，留点btc渣渣，退出加密市场，这里的新币和链上meme都是披着加密外衣的诈骗。
上半年觉得新币是诈骗，现在链上meme也是。

全是诈骗，不管是链上meme还是交易所新币，

都是一小撮人攒局拿着廉价的几乎零成本的80%的代币，不对等的对诱骗进来的散户进行洗劫倾销。
（链上meme也一样，少数人拿着80%筹码在组建社区）
记住，这些都不是赌博，赌博胜率是接近55开。你们的胜率几乎为零。
能看见这类链上meme赚大钱的因为他们就是那80%筹码的持有者，能不赚钱吗。

最初的加密货币是什么？不可篡改，唯一，总量恒定不能增发。
现在这些都是啥？不能增发换币发，不可篡改可以撤池子，合约唯一名字不唯一同名字发一堆不同链再发一堆。

去拥抱那些可以改变人类进程的高科技企业股票，至少亏了就当为全人类做贡献了。",https://x.com/xiaomustock/status/1844594694254432598
1796582787849519493,2024-05-31 16:41:30,A,53,64,1,62221,"有俩个思考值得水，先水第一件：
我不了解美股但是了解币圈。
美股的6大科技公司占了标普500的30%，历史首次。
这个事情换到币圈相当于btc市场占有份额到达新高，往往是熊市跌到最低点的时候，比特币跌得慢，其他山寨缩水近乎归零，导致btc份额一直上升但是价格一直下跌。
通过币圈的现象去看美股的话。
有三件非常可能发生的事情
1.一旦放水美股的小市值股票肯定要迎来普涨，相当于币圈山寨币。降低6大科技公司占比。
2.数轮牛熊，6大科技公司相当于btc依然持续新高，小市值美股基本上只能惊艳一次或俩次就退出历史。
3.6大科技公司市值变得异常庞大后，大市值科技公司流动性好但波动小散户难发财，小市值公司波动大但流动性枯竭没法参与。游戏驿站创造的市场meme情绪不会是终点，每年都会频繁上演新的“meme”。",https://x.com/xiaomustock/status/1796582787849519493
2017913105230315545,2026-02-01 10:49:09,A,52,238,16,111544,"大户冲了10万eth到币安砸盘
账户还有47万e，3.9万btc.
看来都是冲着易老板爆仓来的. https://t.co/f2gLd6p51p",https://x.com/xiaomustock/status/2017913105230315545
1733324898666504586,2023-12-09 03:17:14,A,52,140,20,370046,"按照之前预测，这一段不会回调
，一路小步走到5.3万刀，现在才4.4万刀还能拉一万刀，然后回调个大的到4万左右稍稍跌破4万去个3.5附近可能3.7，把开杠杆的都搞死，然后一路爆拉冲7破10真的超级大牛市不停歇。

（我要是庄家4.4回调就是给空狗活命的机会，接下来不可能回调，前面3.7附近刚给空军培养成来回波段的习惯，涨了就空跌了就多，现在空军肯定都在扛单，跌了不就让他们跑了么，必须先干到前高附近5.2左右搞死他们，再跌）",https://x.com/xiaomustock/status/1733324898666504586
1929770112313446647,2025-06-03 05:20:22,A,52,29,1,97915,"这不是难点. 引用个河佬的话“有没有发现，前面二十年 黄金价格都是跟随美元利息走的，但是从2022年开始，美元不断加息，黄金却不断暴涨。一切好像源于22年俄乌冲突，美国把俄罗斯踢出了swift开始。结论就是美元的信用在逐步降低，抓紧把你的u换成btc eth 黄金.
存u你未来会越来越穷”
追求货币本身的稳定低风险收益，拉长时间都会被货币通胀吞噬掉，尤其是美元信用危机被川普加剧了.",https://x.com/xiaomustock/status/1929770112313446647
1908910543240655054,2025-04-06 15:51:54,A,51,631,20,233974,"希望做这个推特的意义就是不管牛熊，都能给大家生存下去赚钱的方法和机会.
熊市把这些大市值的山寨全鸡儿空了，你一样会体验到狂暴大牛市.
千万别只空一个.🙏
如果这个号到了一百万美金，我会再开一个新号，
继续1万美金换一种全新的玩法开始百倍梦想.",https://x.com/xiaomustock/status/1908910543240655054
1927615594058440949,2025-05-28 06:39:05,A,51,180,22,136649,"10亿大赌狗james刚开始的操作是正确的.
9.9万上车赌比特币破新高，
后面自从他想开空开始，
一路操作全部畸形上头了，疯狂操作.
最高9千万美金收益灰飞烟灭.

不过他肯定有场外资金，他敢拿几百万刀进来这么玩，肯定有十倍于此的资金几千万美金在外面，不用为他担心.
我这人的性格也经常上头，然后就是开始一大堆不理性瞎几把操作.

为了防止自己上头像以前亏完，重蹈覆辙.
我每次赚到大的都会提现跑，分散到各个地方去，不在这个圈子里追求继续赚几十m还是梦想赚多少亿美金.

美股a股港股都有一大堆长期高股息的股票.对我们炒币的人如果拿到大结果撤退出来，买高股息股票来维持长期的现金流，确保自己在币圈亏完或者市场红利消退后依然有一个稳定富足的生活极其重要.
不返贫不下牌桌不负债.

努力控制自己的贪欲，小满胜完全.
实在控制不住就继续套现.",https://x.com/xiaomustock/status/1927615594058440949
1949314679429603615,2025-07-27 03:43:30,A,51,103,7,98265,"朋友说币圈的原生资本已经被淘汰了，我们是仅存的力量. 能买卖大饼的人已经没多少普通人了，大饼，以太都是机构局.
以后上市公司的资金储备肯定都会变成btc，

等maga7都开始转变，他们的营收最担心这一点，赚钱最多，最后贬的一文不值.
现在七巨头的市值单独拿一个出来都跟大饼差不多，如果他们开始行动，大饼能翻十倍不止.
他们瞧不起，只是因为大饼市值还不够大，
等大到7巨头加起来都仰望的时候，就能低下头来屯饼了.",https://x.com/xiaomustock/status/1949314679429603615
1940706302600400995,2025-07-03 09:36:53,A,51,87,10,79454,"币圈带给世界的三个发明，
开先河发明了区块链，第一个btc.
发明了基于区块链的稳定币.
基于稳定币发明了永续合约.
这三个发明环环相扣，

最早1992年经济学家罗伯特·席勒（Robert Shiller）首次提出“永续期货”概念，旨在为房产等非流动性资产提供对冲工具，但没被主流金融产品采用.

首次被实践是老毛子的比特币交易所在2011年ICBIT搞了比特币永续合约，但是那会比特币市值太小流动性不足当时凉了.
此后2013年796交易所带火了周/季交割合约，直到16年闭前依然还没永续合约产生.
但合约交易的用户基础因为796有了成熟了.

直到2016年BitMax推出永续合约，紧接着Okex跟上，国内大量玩家基本上都或多或少的接触到合约这个潘多拉魔盒.

在17年国内交易所被驱赶后，基于区块链的稳定币被大范围普及，
同时交易所币安ok火币三大竞争，也主要围绕基于最暴利的稳定币usdt的合约市场竞争，永续合约彻底在整个币圈普及.",https://x.com/xiaomustock/status/1940706302600400995
1869685668110299380,2024-12-19 10:06:15,A,51,85,6,289366,"这次的核心是始终把盈利换成btc，没有机会也全换btc.有机会就卖btc撸，现货比例从一开始的60%慢慢提升，现在现货比例80%左右吧.每次所有利润都是为了买更多的btc，同时降低杠杆占总资金的比例，一直努力降低风险，一直努力赚btc.
如果一个btc直接100万美金，那不用折腾了现在开始.当然现在的持仓不是btc，移动速度太快了25.",https://x.com/xiaomustock/status/1869685668110299380
2017583351897772320,2026-01-31 12:58:50,A,50,1132,202,124604,"币安还活着对币圈是最大的不幸，千万别觉得币安死了对币圈是一种极大的伤害.
老表们多多转发这一条真相.
它的目的就是搞死币圈创新，
你们去回顾过去五年币圈创新，再看看币安对这些创新干了什么，就能想明白这俩口子是个什么德行了. https://t.co/H3f5MN0CQL",https://x.com/xiaomustock/status/2017583351897772320
1764828715677085800,2024-03-05 01:42:09,A,50,232,45,156497,对标shib的市值的话248亿，rats能涨40倍，但是btc的meme就应该比eth的meme弱吗，必须应该更强才符合比特币的市值和加密地位，一百倍也未尝不可能，现在一切都太早。比特币还有一点点新高， https://t.co/ZL4mB9Vc3s,https://x.com/xiaomustock/status/1764828715677085800
1694318981304500673,2023-08-23 12:01:38,A,50,21,3,7361,每一个行情阶段的交易策略都会天差地别，牛市的策略放到熊市来用可能爆亏，熊市的策略放到牛市可能收益跑不赢大盘。一定要灵活变通，实时根据行情的变化（每个小周期跳到涨幅榜首的币种特征，各个方面的，不局限于概念，可以是五花八门各种各样的特征，量，交易对，链上，或者共同的事件信息等等），找到特征总结适合近期交易的策略，然后寻找下一堆近似目标，再从量的变化价格的变化找到最快能爆发拉盘可能性最高的目标，一旦发现特征失效，亏损了，那就换一套思路接着总结排行榜热钱的方向，我选币的思路大概就这样吧，当然还会有一些其他因素，这个就不可说了哈😂佛法不轻传,https://x.com/xiaomustock/status/1694318981304500673
1724646572464767338,2023-11-15 04:32:39,A,49,706,54,413256,"我想分享一个单纯跟做交易有关的策略，就是那种可以各个金融市场都互通适用的那种，不限于crypto，去哪个市场都可以很好适用，有没有想看的。

有我就抽时间写一篇，花几天时间总结一下。
胜率贼几把高，收益也贼几把高。
（谁知道这个视频出处） https://t.co/qZFYrHTvU1",https://x.com/xiaomustock/status/1724646572464767338
1838462727217709366,2024-09-24 06:17:25,A,49,277,50,117985,"归零几次就活明白了，第一次炒币赚到钱可能觉得房子增值慢，车子贬值，人民币垃圾资产。然后钱都放了币里面炒。

我第一次赚到的时候就这样想，毕业那会，然后很快因为18年熊市来了玩合约杠杆全亏完了。
现在嘛，赚钱要知道套现，亏钱也要套现。 https://t.co/LrfBiWsfla",https://x.com/xiaomustock/status/1838462727217709366
1898596060060434797,2025-03-09 04:45:49,A,48,462,42,256714,"上一轮牛市最霸气语录.
sbf：我会买你所有的sol，现在，3美金.
把你想卖的都买给我，
然后滚蛋.
这轮牛市再没这么屌的男人出现. https://t.co/HXrBsJRphx",https://x.com/xiaomustock/status/1898596060060434797
1735515587403821239,2023-12-15 04:22:15,A,48,413,84,270354,接下来再说个能发财的，有价值的，比特币defi的基建mubi，bssb，trut你们肯定都有，再说俩个没有的，我整理一下数据，500u成了制造焦虑的了，不如给你们传递下有价值的，希望大家都能拿到这轮牛市的结果,https://x.com/xiaomustock/status/1735515587403821239
1986285771738001485,2025-11-06 04:13:26,A,48,309,33,101365,"很多人不了解hpye为啥市值这么高，因为格局真的大，hype把97%的收入直接用于回购hype，同时回购基金一般使用twap 一直保持起码使用50%资金回购.

hype的格局配得上他这个市值，能愿意把97%赚的钱都花出来，整个币圈历史上都没几个超越他这份格局.
我今天也是第一次知道，如果知道早，肯定梭哈了. https://t.co/4J3xafKAdK",https://x.com/xiaomustock/status/1986285771738001485
1742860170768593349,2024-01-04 10:47:00,A,48,279,29,120185,"ieo的新币狗都不玩，看看这些上线的，基本上清一色流通10%左右，留了90%不断解锁砸盘割韭菜。meme，nfp，ace，jto…..毫无列外。
我记得币安那天中文区ama，他们说币安上币会排除掉那些开始流通极小的很容易割韭菜的项目代币，我在他们ama下面评论了一下meme流通10%未解锁90%。
今天再回头看全是这种极低流通，巨量未解锁的割韭菜代币，还是批量生产，一周一个。
代币名字meme，ai，cyber，下一个估计叫crypto，gpt，swap，dex，cex….",https://x.com/xiaomustock/status/1742860170768593349
1848588554210787559,2024-10-22 04:53:51,A,48,158,23,133276,"等贝莱德把交易所内的流动性吞没，奇点就来了，不要信什么狗屁分析，金融市场钱和筹码就是王道。
甭管经济如何变化，不影响贝莱德每天几个亿美金的买btc。
btc超短期价格没意义，多看那么几个月，btc就是突破天际的大阳线。 https://t.co/MewV0dBRYj",https://x.com/xiaomustock/status/1848588554210787559
1902318853763559783,2025-03-19 11:18:52,A,48,103,12,41196,"今天想到了一个赚钱的新角度.
赚加入港股通的新股票的钱.因为大陆可以给带来高量的流动性推高股价，那么我们可以根据规则提前计算出可以上港股通的港股公司.

港股通是每年以6月30日和12月31日为考察日，审核过去 12个月的平均月末市值数据。  
 例外情况：若公司上市不足12个月，则按实际上市时间计算平均市值。

纳入标准：过去12个月（或实际上市时间）的月均市值需达到50亿港元；若低于40亿港元则可能被调出.

 考察结果通常在 1-2个月后公布并生效。例如，6月30日的考察结果于8月底公布，9月初生效（2月公布3月生效）

那么我们就可以每年的2月底和8月底过滤一遍删选出符合要求的并选择股价，交易量更活跃的，然后再优先科技股，盈利股，业绩增长快的股，
最后删选三个买入.等待通过择机卖出.",https://x.com/xiaomustock/status/1902318853763559783
1664629574636904455,2023-06-02 13:46:32,A,48,13,2,6535,"小散做的最傻逼的操作就是天天瞎几把预判btc和eth的走势，一天到晚省吃俭用妄图从btc和eth上赚大钱发大财，做梦！
1.btc和eth的庄家不止一个是无数个，你能预判对一个人的操作不可能预判对无数个人的操作
2.btc和eth不止受人的影响，还受老美等国家政策和美联储政策影响，这种层级的政策预判不是韭菜能决定和预判的
3.不如预测带合约的山寨币走势，庄家单一可能就项目方一个人或者项目方，机构，交易所三个人，这个参数少很多了，暴涨暴跌预测简单的一逼，现货上车都能照样发大财，这才是聪明韭菜该玩的 #小散户如何才能发大财",https://x.com/xiaomustock/status/1664629574636904455
1885952578854232352,2025-02-02 07:25:08,A,47,707,88,299698,"币圈跌到了妙瓦底，何三和cz功不可没。
散户生存几乎没了.
何三和cz每年炮制几十上百个vc诈骗盘，金额都是几亿几十亿美金.
链上因为trump带头又被各种名人机构当作肉便器了. https://t.co/N8aKGjEB7q",https://x.com/xiaomustock/status/1885952578854232352
1751519603896033646,2024-01-28 08:16:29,A,47,519,57,329776,"10万u以内的资金是不配买eth和btc的，因为确实没法靠btc和eth翻身，
10万u以上可以10%比例配置btc和eth，随着资金体量上升，比如到100万美金可以配置到90%，再往上千万美金可以配置到95%。
每个资金阶段都有不同的玩法和生存之道。不要去盲目的学习任何人。",https://x.com/xiaomustock/status/1751519603896033646
1916506533896356153,2025-04-27 14:55:39,A,47,357,24,314211,"你们是不是没意识到问题严重性，如果bg在btc/eth上也是在跟用户无限保证金对赌.

假如他一直看空btc下场无限保证金做空btc/eth，
假如btc突然拉到100万美金，
bg是不是瞬间会破产？
你觉得你的钱安全么？
他亏的哪里来的钱？
你们怎么好意思给bg说好话的啊卧槽，
怎么敢的啊？",https://x.com/xiaomustock/status/1916506533896356153
1937793565687521338,2025-06-25 08:42:43,A,47,231,23,129022,"我觉得几个交易所的大老板应该反思反思，你们有不可推卸的责任和义务.
你们头部交易所的一举一动都会成为的风向标.
你们对山寨币项目方的要求，就是整个加密市场对山寨币的要求.
你们的持续纵容在一步步摧残整个从业者的信心.

外面的世界只要沾了加密货币就翻倍起飞，真正的加密货币如同一潭死水.
这个锅百分之百是你们的纵容导致的.
@cz_binance @star_okx 
希望老板们用行动让币圈重回正轨.
抵制这些什么都没有的诈骗项目代币.",https://x.com/xiaomustock/status/1937793565687521338
1738750046743785966,2023-12-24 02:34:50,A,47,168,31,280867,"币安错过太多了，
迟到的铭文上所，
迟到的web3钱包，
现在的bake对他们很重要，是他们夺回比特币生态建设中占有份额的机会，
bake现在是币安切入比特币生态的探路石，对币安至关重要，对我也是。

如果比特币生态产生1000亿市值，bake孵化20%，200亿，bake就能占至少70亿美金，但我肯定拿不住😂可能1u俩u就走了",https://x.com/xiaomustock/status/1738750046743785966
1863580101503484333,2024-12-02 13:44:54,A,47,135,21,137530,"交易所的btc存量在快速下降，永远相信btc，估计再过一俩月交易所的比特币存量就枯竭了。到时候这些机构再买一俩万个btc可能就要爆拉一俩万美金，而不是现在的横盘。
别在币圈做空，尤其是别做空比特币，最傻逼的是在币圈高杠杆做空比特币。可能别人仅仅是买个十几个btc，你那空单就爆仓了。 https://t.co/ARif2ZOQec",https://x.com/xiaomustock/status/1863580101503484333
1937743042896629842,2025-06-25 05:21:57,A,47,23,2,36892,"看到评论区有个老板对 $CONY 的表述可能比较有道理，对期权懂行的帮忙分析一下.
他的观点如下：

管理人大概率在5月初股价250左右的时候买入8月到期250call卖出250put
因为callput parity他可以以几乎0成本建仓“正股”同时手里拿住250美元现金吃短债利息当8月期权到期他获得这三个月正股的全部损益每月卖cc.
比起纯粹的正股cc组合他多了一份短期现金利息加厚分红.

管理人之所以选择5/8以及以后大概率会出现的112月到期期权而不是3/6/9/12的期权quarterly third
friday 主要原因除了该etf在5月发行以外还可能因为美国国债的主发行月就是这四个月份因此每到这四个月份管理人大概率还会参与国债拍卖买入2年期的 notes 其余现金进bill躺平这在持仓里也有印证",https://x.com/xiaomustock/status/1937743042896629842
1692449091048157663,2023-08-18 08:11:22,A,47,21,4,17335,"《我的本命年之灾》—原作者：晴天8.18

2022年2月18号，在上海家打着游戏，上门来了几个ga，跟我说让我配合调查，我当时一脸懵逼，在此之前没有任何征兆，这时候我正在和同学开黑，我的螳螂此时正14杀0死，然后就这样挂机。
到了派出所我才知道，是江西的ga过来的，异地带人需要先经过本地派出所。在派出所给我做了个简单的笔录，问我做什么的，收入来源，说我涉嫌帮信罪。
由于我的收入结构来源其实比较简单，老粉们应该知道，我就是2020年靠帮别人开始交易到自己拿到carry以后自有资金这样做起来的，所以我的收入来源比较好解释。我在乎我的名誉，也爱惜自己的羽毛，因此对于一些有风险涉及违法犯罪的事情我是肯定不碰的。
然后说我是2021年5月28号，和2020年7月18号收到的资金是诈骗的资金（后来查明是网d资金），问我认不认识这些人，我说我不认识啊，我钱都是卖u换的，在交易所有订单记录，然后出示了我的这些交易记录，我一再强调我都是通过大宗交易出的U。而大宗交易本来就损失了一部分价值，便是为了能够找到更加靠谱的承兑商。我已经做了我力所能及的部分。
后来一开始态度还好，做完笔录反正也不能走的，说是要请示上级。此时我并没有意识到问题的严重性，因为我完全能够解释这些，我的收入来源也合理合法。有一个ga过去来了一句你们搞btc的哪有正经来的，我当时就火气上来了跟他喷起来了。
我本以为我最多调查个24小时。结果跟我说要带我去江西配合调查。在滞留室被拷着在板凳上呆到了第二天10点然后坐车去江西了，他们来了4个人 外加一个司机。我是被拷着过去的，服务区下来吃饭也是拷着的。路上是10个小时，晚上8点多才到江西ga局。
前后给我做了6-7次笔录后我一直未见到我的律师，我知道我律师第二天就来了。之所以知道是因为一开始我带了个手环，穿着羽绒服没被搜出来，手环会有微信的消息提醒，当然之后体检的时候就被拿掉了。
他们让我退钱出来，我说我合法来的钱为什么要退出来，我也是受害者，反正我一开始态度都是很硬气的，我自始至终不认为我有犯罪情节。我认为我在整件事之中是被搅进来的受害者，我希望通过我的解释收入来源，出示我的订单记录来证明我的清白。
那时候疫情，要2天2次核酸才能进到看守所里，我还被强制打了一针疫苗，到医院体检和打疫苗的时候，我也是被拷着的，这两天是呆在ga局里的滞留室。第三天我依然没见到我的律师，然后我被关到了当地的看守所里。
一进去，此时，名义上说是犯罪嫌疑人，实际上你已经不是被当作犯罪嫌疑人对待了，此时你在他们眼里你就是个犯人。态度是非常差的，需要脱光检查你有没有藏有异物。衣服有拉链要剪掉，鞋带要抽掉，我一再恳求之前带我过来其中一个态度对我较好的办案的ga让他一定要帮我把里面事情捋清楚，我明明是被冤枉的（当然后面我知道他们其实也差不多，一个唱黑脸，一个唱红脸罢了，当然也可能上级要求之下有他们的压力。），随后里三层外三层带我到了监室里。
一进去，里面有十几号人，环境嘛，大概像我儿时的乡下房子吧。先让我洗一下，换好衣服。2月份的天很冷，大概只有7-8摄氏度。用的是自来水，我冷的直打颤。
监室里分两部分，一部分晚上休息睡觉，一部分是白天放风的地方，我被关进去的时候，放风已经结束了。在催促下我到了里面那间，然后铁门“哐”的一声关了起来。里面的人让我到角落里蹲下，在一个蹲坑边上，然后其中的4个人便轮流拿起拖鞋打我，我只能抱着头。（后来我才知道这里是监控死角，所以让我在这里）我此时大脑里想的是为什么我要面对这些，我明明什么事情都没做，为什么我要在这里被这些人打。打完之后，让我一个个叫过来，什么哥什么哥的。之后便问我为什么进来的，我说我没犯罪，又被多打了几下。说他们说你什么罪你就是什么罪。这是他们树立威信的第一步，之后给了我一包饼干，然后让我打好地铺，依然很冷，就这样，第一晚熬过去了。
 
后面的事情之后再更新吧。",https://x.com/xiaomustock/status/1692449091048157663
