推文ID,发布时间,JEV评级,JEV得分,点赞量,转推量,浏览量,推文正文,原推链接
1907235656373584135,2025-04-02 00:56:29,S,70,369,51,256372,"昨天act暴跌的真相百分之百是act的做市商被币安做局吃掉了.
1.先连续两次都针对act这类合约持仓量很高的代币.（如果不是币安下场，不可能发生短时间调整俩次，而且是特意针对持仓量跟市值相比非常高的act这些）

2.调低杠杆倍数和减小对应的开仓金额后，压缩做市商的仓位，
如果在不想平仓的情况下持有的多单仓位，
迫使做市商不得不增加保证金规模变相提高了做市商需要提供的保证金总金额.

3.然后币安再用低流动性特征，拿极小金额可能几十万刀现货瞬间砸爆做市商多头仓位.

4.合约持仓金额瞬间从1.1个亿美金跌到1800万美金.做市商成了币安韭菜.
当韭菜都亏完的时候，币安就得从做市商手里赚钱了.因为只有做市商还有点钱.
可见市场多差.",https://x.com/xiaomustock/status/1907235656373584135
1977615225454256134,2025-10-13 05:59:46,S,68,451,72,536944,"我俩个朋友usde被清算几十万刀一分钱没赔，我来帮他记录一下情况.
@cz_binance  @sisibinance @heyibinance 
其中一个朋友已录屏保存了完整的订单数据，账号中4个BTC的爆仓过程清晰可见，与平台公告所述的标准情形完全一致。这样的数据核查并不复杂，几分钟即可核实。
然而，平台给出的 14个工作日 审核周期显然过长。对于币安这样有责任、有信誉的国际大所而言，公平、高效地处理每一位用户的问题，是维护公信力的关键。
4个BTC对平台或许只是一个数字，但对他来说却是全部的心血。真诚希望币安能够 秉持公告中“72小时处理” 的承诺，公正、透明地给予结果。
诚信如黄金，唯有公正才能赢得人心。",https://x.com/xiaomustock/status/1977615225454256134
1921774407418040684,2025-05-12 03:48:18,S,63,228,44,218948,"我写一下买moodeng和pnut俩个meme的思路.
河马：这波行情主要是eth爆反拉盘，
➡️eth是v神的➡️v神喜欢吹河马.
所以干河马.
pnut：松鼠是上的最全交易所的meme，
拯救美国，美资老外有格局能持续拉盘.
初期真的很像pepe和shib早期.
是币安去年到今年以来上线拉盘拉的高度最高的，从3亿美金拉到20多亿美金.
币安现货里面强庄的meme就是pnut.

然后是c佬给我pnut信仰他梭哈买入赚了小2m美金@cccioncc 

河马moodeng是盖姐@mdyy0404 给我信仰一直让我买，我也很认同她的思路.",https://x.com/xiaomustock/status/1921774407418040684
1700384532896100597,2023-09-09 05:43:58,S,61,522,123,134687,"今天补充俩点强参考值，对买入条件补充，简单归纳为，
参考值1：48小时最低价到最高价涨幅低于25%，大于15%
参考值2:成交量4小时成交量增长连续，24小时成交量持续增加
买入条件：
1.涨幅榜前三，
2.费率为正或者为0，
3.现货交易量达到60%+流通市值，（60%有点苛刻，40%可能买到的成本更低，但买到大牛币的概率也会变差）
4.合约持仓量大于流通市值（强买入条件，很少出现，但出现了就是非常牛逼的币）

四个强买入条件同时发生直接干进去，

卖出条件：费率拉满或者相对很高的时候直接清出走人🤣

所有条件和参考值，同时生效同时发生的币才更强，条件越少越差劲

总结不易，多点赞💗加个书签收藏",https://x.com/xiaomustock/status/1700384532896100597
1918159648890421380,2025-05-02 04:24:32,A,58,187,35,169511,"为啥买这个给有缘人个原因，这也是一个好策略.
1.一个代币比如瞬间或者快速爆拉了100%甚至300%.
2.然后高位插针持续下跌，顶部会累积大量的空头获利盘.
3.当跌幅很大，一直无反弹，横盘时间很久的时候.小额涨幅就会产生连锁反应，导致大量的空军提前为了保住利润买入止盈，甚至有非常多低位空的空头为了止损买入平空，

4.空军止盈止损自己会左脚踩右脚互相伤害拉盘.所以价格会持续上升.
所以我选择0.86u买个sign.
这种涨幅不会太大，但也很爽.",https://x.com/xiaomustock/status/1918159648890421380
1989572229659578416,2025-11-15 05:52:38,A,57,263,32,151140,"10.11号那天被币安usde理财坑了的积极维权，再拖拖币安就故意忘记这回事不给赔了.

有个叫西坦的项目属于都不用币安出钱，币安只需要审核下链上记录把扣的钱给受害者就好都能好几年不给，声音大的一部分人却给赔了.
如果有理有据说币安自身原因造成的损失，一定要坚持维权.
坚持不一定有戏，但不坚持肯定跟你无关.

很多人提前爆仓的usde，币安随机赔偿，老实人就不赔，维权给赔的就说善意赔偿.

很多老外也是被签了保密协议都给赔了.",https://x.com/xiaomustock/status/1989572229659578416
1932472012758553025,2025-06-10 16:16:46,A,57,65,13,298543,"$Circle (https://t.co/mKrxfrGxTC)$  （ps：富途搬运一个人写的）
告诉你为什么不用怕
1️⃣明天后天两次投票，共和党人都是多数，即便民主党人0票，照样会通过，何况民主党人也想通过这法案。
两个法案公布时间分两次公布，都是利好。
2️⃣市值232亿，规模还是太小了，别看评论区说PE，完全没道理的东西。PLTR快600倍了都一样猛涨。
3️⃣股东卖货虽然在咨询里是新的，点看看就知道那是4天前的事情了。并且coinbasa的老板也卖了自家股票入货了
4️⃣稳定币弄出来就是为了解决7月美债利息的，绑定美元，根本不慌
补充：降息的确会短期利空股价，其他公司效仿也会间接利空，但这不还没有吗？目前没降息、circle还是唯一官方背书的
5️⃣明后天大概率因为法案拉升，今天庄家打压股价这不是闭眼睛就知道的事情吗，我前面几个帖子已经说了，今天会跌，不要恐慌交出筹码。
逢低加仓啊，低了都不买啥时候买，又要去买130+的货啊，那不妥妥韭菜被来回收割。
你不卖就仅仅只是利润回吐或者浮亏而已，成本顶多就110 120。
难道这个前景一片光明的票，就为了坑你10%的资金割你韭菜啊，是你没格局还是美国政府没格局啊？
一个月内突破不120吗？别当韭菜啊兄弟们，看着卖盘那些出便宜货的都替你们着急",https://x.com/xiaomustock/status/1932472012758553025
1720991380783423855,2023-11-05 02:28:14,A,56,304,97,258523,"最牛逼的币一定能出现在涨幅榜前三，而且会持续出现。牛市想发财盯着涨幅榜就ok，

但要配合

现货交易量能，合约持仓量

这俩个参数去看，现货交易量最少最少一定要占个25%的流通市值。即使不管合约持仓量占市值比例的话，合约持仓量最好是只涨不降。最完美还是要合约持仓量接近流通市值或者超越流通市值，这种强币就可以追，在费率没有拉满之前。拉满之后可以跑也可以按照自己的经验去决定什么时候跑更好。",https://x.com/xiaomustock/status/1720991380783423855
2018973210906436094,2026-02-04 09:01:38,A,56,243,28,318973,"谷歌今晚这份财报非常非常关键.大部分ai股拉盘力竭，缺乏新的上涨动力.谷歌代表着整体对ai应用和营收能力的预期.

Anthropic推出的Claude Code允许无编程经验的用户构建软件，几乎去掉了技术门槛.
因于此软件股遭到了全球范围内的减持，市场预计AI最终会彻底取代传统的流程锁定型SaaS(软件即服务)产品，从而摧毁它们的商业模式.
没有ai模型竞争力的软件公司被各区市场恐慌式暴揍， 
亚盘腾讯暴跌到500多港币，
美区财捷 $INTU 连续多日暴跌，股价已腰斩.",https://x.com/xiaomustock/status/2018973210906436094
2016443751800140247,2026-01-28 09:30:28,A,54,1168,157,293245,"FUCK CZ！@cz_binance @heyibinance 
什么时候出来为10.11号所有交易所的用户道歉和赔偿.
币安这俩口子意志转移注意力和对这天保持沉默逃避责任.
一天收割了用户和做市商几十亿美金的资产！
把整个行业干成了迪拜诈骗园区的流水线！ https://t.co/qTxVnUUr8n",https://x.com/xiaomustock/status/2016443751800140247
1896911698365399535,2025-03-04 13:12:46,A,54,456,53,1036262,"挑战搞起了，空所有新币.
一万u开始到100万刀结束.
第一个gps他娘的上来就给了50%收益.
账户已经接入币coin.
这是玩推特的第三年，也是我开的第三个挑战号。😀
我回头详细写一下我空所有交易所新币的策略规划。包括止盈止损等等。
第一个实盘号，500u到了180万刀.
第二个实盘号1000u到了100万刀
这是第三个实盘号，1万刀目标100万刀.",https://x.com/xiaomustock/status/1896911698365399535
1737728007194968443,2023-12-21 06:53:36,A,53,538,57,544785,录屏验证一下，500u到95万u，从9.04号开始到今天12.21日结束，现货和杠杆的比例在6成以上现货，4成以下杠杆，资金做大以后基本上杠杆的比例非常低，1/10，或者纯现货。不鼓励任何人上杠杆，因为你们把握不住，我也一样，合约这玩意害人，我大号从来都是现货。这个小号不做了，也不再发相关的了，可以俩个视频对照看，id都没变。我们下一个500u再见👋,https://x.com/xiaomustock/status/1737728007194968443
1702526439307006291,2023-09-15 03:35:09,A,53,138,37,59706,"今天说一个很多人偷偷摸摸在用的套利的策略思路，昨天为了规避某些事情删了特指的。如果同一个币币安费率结算时间是4小时，2小时，其他交易所是8小时，先观察俩者的期货价格比较有关联性，同涨同跌的话，那么这中间就有非常大的套利空。

如果在币安是2小时结算，其他交易所是8小时结算，那么中间会有三次币安费率结算的时候，其他交易所没有对期货进行结算。那接下来就会有俩种套利思路：

1.如果期货结算的瞬间价格瞬间下跌（往上），如果费率为负，可以选择在其他交易所的三个非结算时间，卡点前几秒入空单，结算瞬间吃下跌跌幅收益平空。

2.如果期货结算价格瞬间下跌或者波动不大，或者难以预测波动方向，如果费率为负，可以选择在币安结算费率的三个时段结算前几秒的时候开多吃费率，同时在其他交易所开空套保。

这个是很多人吃饭的碗，我今天给他们拿出来，让你们一起去吃🤣卷起，价值百万美金或者容易喜提交易所封号。

总结不易且风险巨大🤣建议点赞收藏",https://x.com/xiaomustock/status/1702526439307006291
1723028664504422723,2023-11-10 17:23:40,A,51,462,40,585420,"今天写一篇关于，trb，gas，loom，ygg，polyx，hifi这些数倍爆拉的币，如何预判鱼尾出现行情结束，
从行情结束前的一些期货现货价格上的特征变化，做一个分析总结,以前写过一篇费率角度的，现在韭菜都被拉服了，做空的人少了不太适用了。

想看的留言：想看

不一定适用全部，但希望对您的日常交易有所帮助，给老表点动力，观察了很长时间总结的。",https://x.com/xiaomustock/status/1723028664504422723
1969316449958158832,2025-09-20 08:23:24,A,51,308,56,156051,"费率为负的时候庄家随时能走，因为已经有了海量的对手盘.
但是费率为正不行，因为对手盘是空军，他想走就要空军买单才行，费率正说明空军的量还没有狗庄的单量多，对手盘不足不好走.
那么只有继续拉盘拉到足够多的对手盘出来了，费率负了那就可以安心走了，至于那种情况下什么时候走就完全看狗庄心情.",https://x.com/xiaomustock/status/1969316449958158832
1969608160098075032,2025-09-21 03:42:33,A,51,210,13,131589,"这俩神仙，
一个avnt美国佬明星团队全是拉盘扛把子.
一个币安新版图cz亲自督战的亲儿子aster.
包括myx，都是链上dex，
他们的暴涨都在裸露的表面行业未来真正的方向.
ok老板肯定也会搞的，虽说合规，但从泰达的例子看usdt没太合规做到市场巨无霸，一直追求合规的circle却只能位居第二.
新兴市场先跑起来快速占领市场比先追求合规更紧要，法规的调整肯定落后于市场.",https://x.com/xiaomustock/status/1969608160098075032
1722486099321425988,2023-11-09 05:27:42,A,51,82,3,113582,"重仓的只能暗示，现在流量太大了，啥都盯着看，我胆怯于爆漏买入记录了其实，我敢重仓的以后都只发卖出记录，
我怀疑上次重仓gas就是暴露了几十万刀的现货买入记录，被庄家砸盘砸死了。
我从3.2刀一路买到3.6刀，无奈被砸到2.9刀割肉走了。这个对我交易的心态影响太大了，每次重仓把我一直以来用的强买入策略砸盘砸的搞到我怀疑人生了，直到被砸到2.9我真心是很无奈的割肉走了。

重新翻了一遍那天的所有gas买卖记录

10月24号那天，币安一个号的现货买了7.6万个gas，
另外一个号买了1.8万个gas
ok现货买了1万个gas，合约10万个gas
总共3.3的均价20万个gas，现货和合约各10万个，现在18刀，总共踏空了15刀一个，踏空300万美金，15天时间。🌚😭

但是我在车上肯定也不会这么拉，即使拉了我也肯定拿不住。",https://x.com/xiaomustock/status/1722486099321425988
1772500329336365378,2024-03-26 05:46:24,A,50,320,29,176397,"买币得看人品，就像孙割，明知孙割啥jb样，天天跟他一起玩的人也绝对不是啥好鸟，定点插针爆大户，超卖空气，给用户资产➕p，天天拿着用户的钱到处白嫖…..跟随孙割的还是数不清在火币玩的依然不少，发的币依然有人买。

薛蛮子每次缺嫖资就发币，每次都有人冲😂
夏雪宜在ok链瞎几把发币也是一堆人冲，被喷着退网了现在出来有一堆人信。
vt这种骗子换个了马甲我估计以后他再割韭菜还有一堆人抢着送.
傻逼真的太多了太多了……..

规避风险除了代码合约风险外，人也是最大的风险。",https://x.com/xiaomustock/status/1772500329336365378
1969311376607793254,2025-09-20 08:03:14,A,50,302,28,65510,"最近一些爆辣的的币的一点思考记录一下.
如果一个币拉了很多倍，
正常人都想空但费率还是正的，
说明狗庄在里面还没走，
而且远大于空军持仓.
那么庄家走的时间点至少是费率率由正转负，才可能会出现下跌. https://t.co/YtrTAYjK1u",https://x.com/xiaomustock/status/1969311376607793254
2003080535577600503,2025-12-22 12:29:49,A,50,283,15,178946,"今天看见这个gua几百万u就上合约了，不得不喷一下.
当时币安各种推特发palu吉祥物，买palu的绝大多数都是币安信徒2万多真实地址最高到过1.3亿的的palu不给合约，给500万市值的VC币GUA上合约！
最终到现在palu基本上快归零了，2万多币安信徒持仓归零.
这对狗夫妻俩来句，palu是内部试错.

而gua又是个什么垃圾诈骗币呢？没人听过没见人玩过，简介更离谱，什么狗几把玄学预测市场，将ai与中国传统智慧结合？
尼玛逼中国传统智慧，玄学怎么又成中国传统智慧了，拿玄学来给你搞诈骗来的？",https://x.com/xiaomustock/status/2003080535577600503
1898306325890912640,2025-03-08 09:34:31,A,50,207,36,316251,"这个vine价格在下跌，合约持仓量一直在涨。都快接近市值1/1了。价格0.0327.
目前是全网市值最小的合约持仓量接近市值的币。估计能去个0.04-0.06.
标的的合约持仓量接近市值或者超过市值，有俩个好处.
1.有庄家大户在里面。
2.有充足的对手盘和流动性。 https://t.co/kqCrAAbVV0",https://x.com/xiaomustock/status/1898306325890912640
1699800764296671732,2023-09-07 15:04:17,A,49,326,80,35540,"再补充一条更强的买入条件补充，
现货交易量达到市值的60%+以上
也就是可以简单归纳为，

买入条件：
1.涨幅榜前三，
2.费率为正或者为0，
3.交易量达到60%+市值，
可以直接作为强买入条件直接干进去，

卖出条件：费率拉满或者相对很高的时候直接清出走人🤣
（重新发一遍，这个也可以直接加书签收藏，同时符合这三个逻辑直接梭哈大胆买入，绝对靠谱）",https://x.com/xiaomustock/status/1699800764296671732
1780094382944997696,2024-04-16 04:42:28,A,48,39,13,62503,"没法评价买卖交易的对错和交易品种的选择，因为我也天天错天天亏，但是风险控制是始终通用的，优先于下手交易之前，唯一能保证自己永久生存在这个市场上。
1.一万美金以内小额资金的话完全现货或者至少要保证现货永远大于合约仓位，如果合约仓位收益变得大于现货仓位，也要及时增加现货仓位，努力降低合约仓位。

一旦资金大于10万美金，现货仓位就要逐步占到9成，合约要永远低于1成，或者纯现货。
直到资金增长到百万美金可以完全现货，或者5%比例以内的合约。

然后一条人生信条也是我的风险策略：永远不做空，即使看空都不做空，即使看似趋势向下，宁可清仓啥都不做。",https://x.com/xiaomustock/status/1780094382944997696
1917182072147546514,2025-04-29 11:40:00,A,47,58,10,283835,"讲一件我自救的意外之喜.
本来币安开的多在0.06就要爆仓了，那会合约价0.068，可能就一根针的事情.
我不想这么爆仓就结束，去gate买了13万刀的羊驼现货.0.072，
正巧运气使然，赶上反弹赚了一波.
看到这一刻已经0.105砸完最后0.096卖完了.

我这个人赌性太强了，太容易上头.
所以每次赚钱都套现，生怕在币圈这地方一头脑发热全部亏没了.
羊驼再次让我感觉到我这个性格从来没变过，
连续大仓位干了三四次被干没了.
太爱赌了.",https://x.com/xiaomustock/status/1917182072147546514
1870308855567265914,2024-12-21 03:22:34,A,47,56,7,61797,"盲猜usual庄家很快开始拉盘了.

飞轮靠的是tvl增长换来的，增长率只要上不去就完了，前天一天增加了2个亿，今天一天1个亿都不到，每天增发流通数量维持在400万个左右，如果价格不动 流通很快就会上去。
如果价格在这个位置上不去，稳定币质押收益会不断下降，tvl增长就很慢很差劲.
庄家会拉盘提升收益率继续提高tvl.它吸收的usdc可以白用4年再给归还，诱惑极其大，跟别的稳定币不一样.
所以usual如果我是狗庄的话肯定拉盘，继续维持高收益吸引资金进来质押提升tvl.",https://x.com/xiaomustock/status/1870308855567265914
1977612949281030414,2025-10-13 05:50:44,A,47,26,3,30791,"我俩个朋友usde被清算几十万刀一分钱没赔，我来帮他记录一下情况.
@cz_binance @star_okx @sisibinance @heyibinance 
其中一个朋友已录屏保存了完整的订单数据，账号中4个BTC的爆仓过程清晰可见，与平台公告所述的标准情形完全一致。这样的数据核查并不复杂，几分钟即可核实。
然而，平台给出的 14个工作日 审核周期显然过长。对于币安这样有责任、有信誉的国际大所而言，公平、高效地处理每一位用户的问题，是维护公信力的关键。
4个BTC对平台或许只是一个数字，但对他来说却是全部的心血。真诚希望币安能够 秉持公告中“72小时处理” 的承诺，公正、透明地给予结果。
诚信如黄金，唯有公正才能赢得人心。",https://x.com/xiaomustock/status/1977612949281030414
1985666410962735268,2025-11-04 11:12:18,A,46,254,14,318759,"刚突然收到了币安发来的11.6万美金补偿.
当时10.11号5.18分我账户提前被强平带走了，
当时提交了个币安工单，申诉返还我被多扣走的u，以为币安叼毛不赔了，他娘的居然真赔了点，也没私下找他们维权.
如果按照那天爆仓价资金被多扣了的可以找币安理论理论老表们，说不定也能给赔一波.
反正有理有据. https://t.co/0fqr3SXJVb",https://x.com/xiaomustock/status/1985666410962735268
1946464804144611654,2025-07-19 06:59:07,A,46,135,18,184694,"sbet和eth的买点等24号50亿增发通过，先干eth，看增发对sbet的影响，影响不大继续干.
有些人说左手倒右手，完全没必要而且非常不符合利润最大化.
首先能确定的事情，卖股票是真卖了10亿美金出来.
那么他们利润最大化的操作是杠杆开多eth，
然后拿卖股票的10亿美金真金白银市场买eth，拉升eth价格，这样才能赚最多.

这样去看左手倒右手是不是非常可笑.
左手倒右手干什么呢，拿着10亿美金存银行？完全不如市场合约杠杆套利，用来真金白银拉盘.用公司卖的钱为所有相关利益团体服务，明牌赚钱.",https://x.com/xiaomustock/status/1946464804144611654
1944037177429832146,2025-07-12 14:12:36,A,45,340,10,400725,"一个把赚的sol都要换成u的团队，你居然指望他募集的u会拿来拉盘？
不仅不会拉盘，募集的sol他都会砸盘走人.
而且能参与募集的大都是国人，
国人手里有币能有啥格局.
别做拉盘的梦了都.",https://x.com/xiaomustock/status/1944037177429832146
1717154510894780549,2023-10-25 12:21:53,A,45,62,6,32579,"交易记录对我有很多的好处。
1.可以持续的复盘，把每次买卖逻辑和最终的走势做关联判断有没有联系，是不是因为自己预先买入的逻辑而产生的上涨，诸如mc
2.买入时会有很多冷嘲热讽，我一般会爆拉以后跑过去喷一下，那还挺开心。🤣

3.买入时会去思考能不能买，发推写啥买入理由，没有之前盲目瞎鸡儿买

4.买错了亏钱了更值得复盘，买入时的理由错在哪里了，下次是不是不能作为买入条件，去思考真正能促使上涨的力量是什么，去捕捉真正庄家买入建仓的痕迹在哪里。

5.下一次能做的更好

（图是买trb的时候被人喷的，今天我去回骂了一句，很开心呐🤣）",https://x.com/xiaomustock/status/1717154510894780549
1886320492321083518,2025-02-03 07:47:06,A,44,426,60,160158,知道为啥亏钱了吧，何三上的都是国人盘子.都是用中文发言.国人币啥格局看这些币太直观了，从来不拉盘. https://t.co/quIEsCujcI,https://x.com/xiaomustock/status/1886320492321083518
1979130335913771285,2025-10-17 10:20:17,A,44,330,27,116640,"币安做市商被1011那天币安理财事故一把带走了看来是，10万u以上btc挂出来的挂单才200个左右.
正儿八经的完璧归赵，清算费币安那天至少赚了几十亿美金 https://t.co/pAtdq0AtOj",https://x.com/xiaomustock/status/1979130335913771285
2021390129408151557,2026-02-11 01:05:37,A,44,151,18,1696272,"当年有个群友菀凌在ok几个亿的仓位也是限制开单只减仓无法补保证金被爆了.
这个新闻里的大户杨秀春没参加合约交易的现货账户517btc理应属于她自己。
打个比方，如果交易所资产管理的权限能涉及到银行卡或者个人钱包，那这种穿仓难道也要顺道把银行卡和钱包也冻掉，所以完全没道理的事情.@star_okx",https://x.com/xiaomustock/status/2021390129408151557
1934837598314483934,2025-06-17 04:56:45,A,44,149,21,118737,"有结果的时候一定要想着先守财，把财富稳定下来，保证后半生衣食无忧，再考虑更进一步.
上一轮有非常多的人发了大财，财富的增速远远超过了认知的增速，没匹配上，
七搞八搞最后返贫甚至负债.
我身边有很多这样的朋友，
各有各的死法，
执迷nft死，
现货和meme麻的人去赌合约死，
套现搞实业投资矿场死，
玩盘子死，
链上理财死.",https://x.com/xiaomustock/status/1934837598314483934
2017834838896873852,2026-02-01 05:38:09,A,44,145,13,84984,"那天沪银跌停板手贱买了一下套住了，做一个周一的规划.
计划开盘能给平开或者少亏点的机会抢跑出来.
然后如果能继续接近跌停板到个沪银2.1万多再买把大的堵超级反弹.
会有超级反弹基于俩点.
1. 超级暴跌斩价1/3，会逼使工业需求的大佬进来进货，
2. 其次是巨额浮赢的空单离场，空头平仓就是相当于买多.

剧本估计是从开盘暴跌深v往上拉一波.",https://x.com/xiaomustock/status/2017834838896873852
2090718082268573728,2026-08-21 08:30:09,A,44,124,7,144396,"btc&amp;bnb&amp;hype｜mstr&amp;crcl&amp;coin
这俩天就原生家庭拉盘爽，
一路辜负了btc，美国佬财政部发增加国债回购的时候以为短期炒作买了一下没敢长拿赚几百u涨幅跑了，眼红然后又接盘赚几百u跑了，
如果能一直相信原生家庭那就舒服了😂 https://t.co/gjmhk3TwfK",https://x.com/xiaomustock/status/2090718082268573728
1688106275446599680,2023-08-06 08:34:34,A,44,87,26,87469,话不多说，三倍的就是gtc，可能长得速度不是很快也可能不是今天拉盘，但一个月内绝对有三倍，有现货有合约，等我们见证gtc负费率的时候我再得瑟😂这个他娘的要是不拉几倍我推特都不玩了😂 https://t.co/7y4rA803E1,https://x.com/xiaomustock/status/1688106275446599680
1935362693936152875,2025-06-18 15:43:18,A,42,201,17,85033,"用朋友的话说，
现在各个交易所都在引导用户玩合约，
这里面都是尸山血海，
合约用户活不过一个月，
别看我也玩，但我是亏完也啥都不影响，
你们有家有口的，能别赌合约就别去赌，
耐住诱惑，无底洞. https://t.co/JwQqIX14Kn",https://x.com/xiaomustock/status/1935362693936152875
1804142050990002596,2024-06-21 13:19:18,A,42,197,20,133844,真能狡辩，流动性全流你们那里了能一样么，还是无底线的批量制造，即使用户大部分反对。明面上的筹码一年后砸盘，背地里的老鼠筹码开盘就砸。还有一堆做市商卖出去的筹码🐶 https://t.co/6jRfI4gfVA,https://x.com/xiaomustock/status/1804142050990002596
2047363502566990240,2026-04-23 17:14:31,A,42,147,15,82089,"很多人是不是觉得自己一开合约，价格立马反向走，尤其是高倍杠杆爆仓价很接近的btc单子，那基本上是交易所的自营做市商AI策略，监测到你高倍杠杆，不影响其他反方向人单子的情况下自动往你爆仓价走插针。
ok和币安我怀疑都有，但是没证据这种事情😂
退出币圈对绝大多数普通人来说是最正确的事情，这里的黑暗和操纵没有任何法律约束。",https://x.com/xiaomustock/status/2047363502566990240
1708235418037297416,2023-09-30 21:40:35,A,42,45,15,44789,"好朋友前几天总结的市值排名，3%费率，4小时结算对庄家诱惑很大，一天就是18%，ygg？perp？unfi？flm？stmx？amb？blz？哪一个会跑出来成为下一个trb。

以后会减少发推，专心交易，今天的ogn值得研究复盘

倒时差睡不着🤚 https://t.co/WwZFtIji3n",https://x.com/xiaomustock/status/1708235418037297416
1913485258965594413,2025-04-19 06:50:11,A,41,200,12,239300,"长期做空山寨最大的风险原来不是拉盘，是每隔8小时的费率.
估计没等到归零，资金费先被扣麻了.
by那个账户提走了100万刀，剩下了15万刀亏剩3万多点，前几天还8万多🌚
投降了投降了.
还是做多好.",https://x.com/xiaomustock/status/1913485258965594413
1928714843034448211,2025-05-31 07:27:07,A,41,92,13,113954,"现在的链上所谓的热门币，
基本上都是阴谋局流水线生产.
尤其是bsc的meme基本上都是70%+高控，
交易所内能拉盘的山寨也是，

但有一点对我们散户是确定的：
海量的山寨代币上线合约，接盘资金稀释，狗庄圈不到钱会主动砸盘弃盘，长期归零. https://t.co/29aIdPvsgq",https://x.com/xiaomustock/status/1928714843034448211
1985910635440586903,2025-11-05 03:22:46,A,40,645,88,160189,"一直玩合约=0
不管曾经多牛逼 https://t.co/YPFxSxOkVk",https://x.com/xiaomustock/status/1985910635440586903
1982320067883995472,2025-10-26 05:35:08,A,40,558,87,176515,爆仓cz赔老外的卧槽，不敢惹洋大人. https://t.co/QEpasshTw4,https://x.com/xiaomustock/status/1982320067883995472
1688552500302151680,2023-08-07 14:07:42,A,40,135,20,86412,作为一个炒了六七年的老韭菜，再次给你们说一次，别玩合约，别玩合约，别玩合约，玩合约你的对手就是纯数据盘，我在合约上亏掉的钱应该有小五千万，21年戒掉合约才重新起飞的，stmx才过了多少天，爆仓的鬼哭狼嚎的，今天ygg又来一次就忘记了？这个肯定不是最后一个，还有无数个，这里只会比电影《孤注一掷》的币圈诈骗还要狠还要残酷,https://x.com/xiaomustock/status/1688552500302151680
1986124968980324447,2025-11-05 17:34:27,A,40,118,5,377408,"这个还是要给澄清一下，我当时真是为了销号才登上去上去看了一眼，没想到给赔了11万u.
第一，我自己这个号没去维权就单纯提交工单申诉返还.
第二，一姐来说赔的时候确实也不知道是我.
所以不存在啥kol的赔，散户的不赔.
老表们那天插针爆仓有多扣u的情况，
积极去申诉提交个工单. https://t.co/wftXMOsGlj",https://x.com/xiaomustock/status/1986124968980324447
2019624497457107104,2026-02-06 04:09:37,B,39,415,11,354322,"今年莫名其妙赚66倍居然是这么来的，
今天准备把币安销户走人，
然后登上去看哪里还有渣渣都提走，
意外发现当年刷aster，机器人停了居然里面还有一个机器人开的空单没走，卧槽，机器人10万6开的. https://t.co/h8bmljN8v4",https://x.com/xiaomustock/status/2019624497457107104
1706682518680768734,2023-09-26 14:49:55,B,39,69,16,25961,"如果有时候买币的时候很难确定，那么就做一个简单的同接近市值比较。
比如我们调movr和front
1.movr市值3300万，front市值4000万

2.movr交易量366万美金，front交易量2700万美金

3.movr没合约，front合约持仓1900万美金，交易量1.79亿美金

这么一看是不是觉得如果在犹豫买不买movr的时候，front是不是更好的选择。

或者front和另外一个对比的时候，另外一个会变成更好的选择，

希望这条能解决大家的选择困难症🤚",https://x.com/xiaomustock/status/1706682518680768734
1723262937895440473,2023-11-11 08:54:35,B,38,833,617,414826,"明天写下一集，gas，loom，hifi，trb，ygg这种暴涨数倍以后，鱼尾行情结束暴跌后，怎么现货操作依然还能赚到钱，给你们搬案例分析一下。

想看的留言：想看",https://x.com/xiaomustock/status/1723262937895440473
1720062828298862866,2023-11-02 12:58:30,B,38,23,3,54280,"盘一波cake逻辑
现在按照1.6u算
极限亏损位置1.3u，20%亏损
（1.3附近长期数月横盘很扎实）
盈利位置可能在3u，100%利润
盈亏比5

如果是胆子大的交易者，依然可以买进，因为盈亏比实际上很爽，所以如果cake拉盘，目标价重置到3u一个，至少2.7u
至于我有没有，这个不在你们的可视范围之内😂 https://t.co/v1PJYPkIHj",https://x.com/xiaomustock/status/1720062828298862866
2062915090433687927,2026-06-05 15:10:59,B,37,335,6,84591,"人们都期待的是买入即拉盘，
而不是漫长的等待，
他们一刻都等不了，
更别说五年十年。
但真是买入天天暴涨，
泡沫得大到多大的程度，
公司的营收和科技的发展肯定得跟公司市值匹配或者不能差太多。",https://x.com/xiaomustock/status/2062915090433687927
1729488313554440552,2023-11-28 13:12:00,B,37,199,8,180532,"明天写一篇，关于币安内的代币持续拉盘，在上合约之际怎么操作的小作文。

因为最近币安给山寨币上合约比较频繁，所以相对实用，日常交易能用得上。整一些参考案例，佐证。
有啥想看的可以点赞👍留言，我后面写写。",https://x.com/xiaomustock/status/1729488313554440552
1664632686508494849,2023-06-02 13:58:54,B,37,10,3,3801,"虽然不玩合约，
1.但是对小庄家来说合约可以帮助小庄家降低拉盘成本，更容易暴涨暴跌，有波动才有钱赚，
2.对韭菜来说带了合约以后，代币市值不会完全归零，亏完了至少渣渣能帮你买个电瓶车不至于完全没饭吃

所以在熊市我更愿意玩和买带合约的小市值山寨，更容易被小庄家盯上进去操盘【我一般就看ok，抹茶和币安，三家有俩家都有那就尝试买点进去亏钱，主打一个亏钱玩家😂】",https://x.com/xiaomustock/status/1664632686508494849
